n,ID,VPN,Unc_Mult_CAPEX_FACIL,Unc_Mult_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultOpex,Total_capex,Total_opex
0,0,231279.2556,0.99,0.94,1,45,0.92,799.3728877665,2062.4876170403
1,1,395998.6528,0.96,1.0,0.9,50,0.91,812.747751723,1928.4381993264
2,2,-180250.6467,0.91,0.93,0.9,30,0.95,762.8041307887,1940.9504928526
3,3,82655.0785,0.97,0.97,1,40,0.99,804.0403425103,2084.3841307111
4,4,234513.8078,0.97,0.91,1,45,0.95,778.5456151474,2071.8718371849
5,5,-29872.1136,0.96,0.91,0.9,35,0.97,774.5056606786,1947.2066396157
6,6,-193186.0951,0.97,0.91,0.9,30,1.0,778.5456151474,1956.5908597603
7,7,-56149.8409,0.91,0.92,1,35,0.98,758.5550095616,2081.2560573295
8,8,235687.0886,0.93,0.96,1,45,0.96,783.6314034079,2074.9999105665
9,9,394922.1132,0.99,0.91,0.9,50,0.96,786.6255240851,1944.0785662341
10,10,-558035.6331,0.96,0.91,0.9,20,0.94,774.5056606786,1937.822419471
11,11,-225565.6079,0.96,0.96,1,30,0.94,795.7512668143,2068.7437638034
12,12,-189995.9392,0.98,0.92,0.9,30,0.94,786.8346908434,1937.822419471
13,13,394639.1613,0.97,0.95,0.9,50,0.96,795.542100056,1944.0785662341
14,14,253756.9206,0.99,0.95,0.9,45,0.94,803.6220089937,1937.822419471
15,15,83690.6223,0.98,0.94,1,40,0.99,795.3329332977,2084.3841307111
16,16,-189550.9642,0.95,0.98,0.9,30,0.93,800.2095547998,1934.6943460895
17,17,122976.0962,0.93,0.91,0.9,40,0.99,762.3857972721,1953.4627863787
18,18,401099.3101,0.96,0.94,0.9,50,0.91,787.25302436,1928.4381993264
19,19,668565.382,1.0,0.93,0.9,60,0.98,799.1637210082,1950.3347129972
20,20,-413094.9705,0.99,1.0,1,25,0.98,824.8676151294,2081.2560573295
21,21,-372816.8026,0.99,1.0,0.9,25,0.94,824.8676151294,1937.822419471
22,22,256616.1135,0.96,1.0,0.9,45,0.91,812.747751723,1928.4381993264
23,23,-359302.4695,0.91,0.97,0.9,25,0.97,779.8006156973,1947.2066396157
24,24,514781.5678,0.97,0.91,1,55,0.93,778.5456151474,2065.6156904218
25,25,685936.7328,0.92,0.92,0.9,60,0.93,762.5949640304,1934.6943460895
26,26,509215.3786,1.0,0.93,1,55,0.92,799.1637210082,2062.4876170403
27,27,93556.2368,0.93,0.99,1,40,0.92,796.3787670893,2062.4876170403
28,28,-196895.6937,1.0,0.98,0.9,30,0.92,820.409327144,1931.5662727079
29,29,-223368.2836,0.93,0.98,1,30,0.95,792.1296458622,2071.8718371849
30,30,379103.2112,0.92,0.95,1,50,0.94,775.3423277119,2068.7437638034
31,31,508543.8492,0.93,0.99,1,55,1.0,796.3787670893,2087.5122040926
32,32,362299.0181,0.98,0.99,1,50,0.99,816.5785394335,2084.3841307111
33,33,115196.3687,0.99,0.92,0.9,40,0.96,790.8746453122,1944.0785662341
34,34,-401050.1267,0.96,0.93,1,25,0.98,783.0039031329,2081.2560573295
35,35,-36989.0417,0.96,1.0,0.9,35,0.96,812.747751723,1944.0785662341
36,36,515933.8083,0.92,0.95,1,55,0.97,775.3423277119,2078.127983948
37,37,-187496.0134,0.92,0.97,0.9,30,0.97,783.8405701662,1947.2066396157
38,38,-45327.1921,1.0,1.0,0.9,35,0.98,828.9075695983,1950.3347129972
39,39,675835.7901,0.99,0.92,0.9,60,0.92,790.8746453122,1931.5662727079
40,40,371229.795,0.97,0.97,1,50,0.92,804.0403425103,2062.4876170403
41,41,236434.7195,0.92,0.96,1,45,0.97,779.591448939,2078.127983948
42,42,400834.2834,0.93,0.96,0.9,50,0.95,783.6314034079,1940.9504928526
43,43,518527.987,0.94,0.94,1,55,0.91,779.1731154224,2059.3595436587
44,44,513242.0037,0.91,1.0,1,55,0.97,792.5479793788,2078.127983948
45,45,94174.3208,0.97,0.91,1,40,0.92,778.5456151474,2062.4876170403
46,46,375255.1663,0.94,0.93,1,50,0.97,774.9239941952,2078.127983948
47,47,-176498.5715,0.91,0.91,0.9,30,0.93,754.3058883344,1934.6943460895
48,48,-39288.7296,0.99,0.93,0.9,35,1.0,795.1237665394,1956.5908597603
49,49,-24870.2651,0.93,0.97,0.9,35,0.91,787.880524635,1928.4381993264
50,50,91531.2525,0.97,0.94,1,40,0.92,791.2929788289,2062.4876170403
51,51,-217440.7426,0.91,0.91,1,30,0.99,754.3058883344,2084.3841307111
52,52,401666.4677,0.94,0.97,0.9,50,0.91,791.9204791038,1928.4381993264
53,53,370680.5626,0.98,0.92,1,50,0.96,786.8346908434,2074.9999105665
54,54,516965.2441,0.93,0.91,1,55,0.98,762.3857972721,2081.2560573295
55,55,-562571.8174,1.0,0.92,0.9,20,0.91,794.9145997811,1928.4381993264
56,56,-604395.1758,1.0,0.96,1,20,0.93,811.9110846897,2065.6156904218
57,57,232970.5408,0.91,1.0,1,45,0.99,792.5479793788,2084.3841307111
58,58,407232.657,0.91,0.95,0.9,50,0.92,771.302373243,1931.5662727079
59,59,-197507.9681,0.98,0.96,0.9,30,0.98,803.831175752,1950.3347129972
60,60,-19847.0778,0.91,0.95,0.9,35,0.91,771.302373243,1928.4381993264
61,61,-192218.1895,0.96,0.97,0.9,30,0.95,800.0003880415,1940.9504928526
62,62,-22931.0549,0.94,0.93,0.9,35,0.91,774.9239941952,1928.4381993264
63,63,674477.5523,0.94,0.98,0.9,60,0.97,796.169600331,1947.2066396157
64,64,-53125.8288,0.92,0.92,1,35,0.93,762.5949640304,2065.6156904218
65,65,677067.7312,0.94,0.94,0.9,60,0.98,779.1731154224,1950.3347129972
66,66,-364271.9306,0.97,0.96,0.9,25,0.93,799.7912212832,1934.6943460895
67,67,678423.223,0.91,0.96,0.9,60,1.0,775.5514944702,1956.5908597603
68,68,509778.5364,0.96,0.93,1,55,0.99,783.0039031329,2084.3841307111
69,69,-370258.8235,0.97,0.95,0.9,25,0.99,795.542100056,1953.4627863787
70,70,-408846.0895,0.99,0.98,1,25,0.96,816.3693726751,2074.9999105665
71,71,681947.2119,0.93,0.92,0.9,60,0.96,766.6349184992,1944.0785662341
72,72,270400.2489,0.91,0.92,0.9,45,0.92,758.5550095616,1931.5662727079
73,73,115663.3199,0.97,0.98,0.9,40,0.93,808.2894637375,1934.6943460895
74,74,656833.6268,0.91,0.93,1,60,0.99,762.8041307887,2084.3841307111
75,75,656023.3675,0.91,0.93,1,60,1.0,762.8041307887,2087.5122040926
76,76,85808.8144,1.0,0.93,1,40,0.94,799.1637210082,2068.7437638034
77,77,-194445.2619,0.98,1.0,0.9,30,0.91,820.8276606606,1928.4381993264
78,78,-389801.5642,0.94,0.91,1,25,0.93,766.4257517409,2065.6156904218
79,79,95163.7613,0.92,0.99,1,40,0.92,792.3388126205,2062.4876170403
80,80,-373325.5186,0.96,1.0,0.9,25,0.99,812.747751723,1953.4627863787
81,81,536796.8457,0.94,0.99,0.9,55,0.94,800.4187215581,1937.822419471
82,82,673768.9187,0.95,0.97,0.9,60,0.97,795.9604335727,1947.2066396157
83,83,-55824.954,0.92,0.95,1,35,0.93,775.3423277119,2065.6156904218
84,84,391823.8059,0.94,1.0,0.9,50,1.0,804.6678427853,1956.5908597603
85,85,100440.4769,0.92,0.92,1,40,0.93,762.5949640304,2065.6156904218
86,86,253834.8729,0.99,0.93,0.9,45,0.96,795.1237665394,1944.0785662341
87,87,-572614.508,1.0,0.94,0.9,20,0.98,803.4128422354,1950.3347129972
88,88,-365261.0332,0.98,0.94,0.9,25,0.94,795.3329332977,1937.822419471
89,89,-185225.5756,0.93,0.99,0.9,30,0.91,796.3787670893,1928.4381993264
90,90,-66847.4954,0.97,0.94,1,35,0.97,791.2929788289,2078.127983948
91,91,-400108.1341,0.97,0.95,1,25,0.94,795.542100056,2068.7437638034
92,92,-594427.9245,0.95,0.96,1,20,0.92,791.7113123455,2062.4876170403
93,93,262992.8634,0.93,0.98,0.9,45,0.91,792.1296458622,1928.4381993264
94,94,232231.9389,1.0,0.92,1,45,0.91,794.9145997811,2059.3595436587
95,95,-60372.7995,0.97,0.92,1,35,0.92,782.7947363746,2062.4876170403
96,96,-394893.5745,0.97,0.92,1,25,0.92,782.7947363746,2062.4876170403
97,97,371512.7469,0.99,0.93,1,50,0.92,795.1237665394,2062.4876170403
98,98,672572.8281,0.98,0.91,0.9,60,0.99,782.5855696162,1953.4627863787
99,99,-228414.5849,1.0,0.95,1,30,0.91,807.6619634625,2059.3595436587
100,100,-551035.9515,0.94,0.91,0.9,20,0.91,766.4257517409,1928.4381993264
101,101,-26077.5383,0.92,0.93,0.9,35,0.98,766.8440852576,1950.3347129972
102,102,-234131.5975,0.96,1.0,1,30,0.99,812.747751723,2084.3841307111
103,103,-603405.8113,0.99,0.92,1,20,0.97,790.8746453122,2078.127983948
104,104,255379.2826,0.99,0.95,0.9,45,0.92,803.6220089937,1931.5662727079
105,105,236215.2648,0.91,1.0,1,45,0.95,792.5479793788,2071.8718371849
106,106,-28708.1178,0.97,0.93,0.9,35,0.92,787.0438576017,1931.5662727079
107,107,-225588.1184,0.92,0.98,1,30,0.99,788.0896913933,2084.3841307111
108,108,232544.8909,0.94,0.95,1,45,0.99,783.4222366495,2084.3841307111
109,109,-405972.7397,1.0,0.98,1,25,0.92,820.409327144,2062.4876170403
110,110,-385675.2324,0.91,0.91,1,25,0.94,754.3058883344,2068.7437638034
111,111,-389344.8635,0.91,0.96,1,25,0.93,775.5514944702,2065.6156904218
112,112,542707.7622,0.94,0.93,0.9,55,0.93,774.9239941952,1934.6943460895
113,113,648513.8576,0.92,1.0,1,60,1.0,796.5879338476,2087.5122040926
114,114,540077.733,0.94,0.98,0.9,55,0.91,796.169600331,1928.4381993264
115,115,90068.8281,0.99,0.91,1,40,0.93,786.6255240851,2065.6156904218
116,116,679480.5837,0.95,0.96,0.9,60,0.91,791.7113123455,1928.4381993264
117,117,-378007.6763,0.98,1.0,0.9,25,1.0,820.8276606606,1956.5908597603
118,118,-189863.6674,0.95,0.91,0.9,30,1.0,770.4657062098,1956.5908597603
119,119,-569717.4723,1.0,0.91,0.9,20,0.98,790.6654785539,1950.3347129972
120,120,-35986.9846,0.97,0.95,0.9,35,0.98,795.542100056,1950.3347129972
121,121,-363042.3727,0.94,0.93,0.9,25,0.99,774.9239941952,1953.4627863787
122,122,252496.6585,0.95,1.0,0.9,45,0.98,808.7077972541,1950.3347129972
123,123,-220866.9366,0.92,0.95,1,30,0.97,775.3423277119,2078.127983948
124,124,-402114.9306,0.92,0.99,1,25,1.0,792.3388126205,2087.5122040926
125,125,-64403.6027,0.95,0.97,1,35,0.95,795.9604335727,2071.8718371849
126,126,-235404.0747,0.99,0.97,1,30,0.98,812.120251448,2081.2560573295
127,127,645763.0237,0.98,0.97,1,60,0.95,808.0802969792,2071.8718371849
128,128,-602609.792,0.98,0.93,1,20,0.97,791.0838120705,2078.127983948
129,129,-385119.4065,0.92,0.91,1,25,0.92,758.3458428033,2062.4876170403
130,130,97759.7249,0.92,0.91,1,40,0.97,758.3458428033,2078.127983948
131,131,-188545.6936,0.95,0.99,0.9,30,0.91,804.458676027,1928.4381993264
132,132,267927.7298,0.91,0.93,0.9,45,0.94,762.8041307887,1937.822419471
133,133,404722.1786,0.91,0.97,0.9,50,0.93,779.8006156973,1934.6943460895
134,134,-41654.115,1.0,1.0,0.9,35,0.94,828.9075695983,1937.822419471
135,135,-355896.7178,0.94,0.94,0.9,25,0.92,779.1731154224,1931.5662727079
136,136,510752.1966,0.98,0.92,1,55,0.95,786.8346908434,2071.8718371849
137,137,390042.6325,1.0,0.93,0.9,50,0.98,799.1637210082,1950.3347129972
138,138,128645.6047,0.93,0.92,0.9,40,0.91,766.6349184992,1928.4381993264
139,139,90631.3879,0.97,0.93,1,40,0.94,787.0438576017,2068.7437638034
140,140,96044.784,0.92,0.98,1,40,0.92,788.0896913933,2062.4876170403
141,141,230869.1506,0.95,0.98,1,45,0.96,800.2095547998,2074.9999105665
142,142,680087.5916,0.93,0.98,0.9,60,0.92,792.1296458622,1931.5662727079
143,143,236742.2982,0.95,0.93,1,45,0.94,778.9639486641,2068.7437638034
144,144,655420.3594,0.95,0.94,1,60,0.92,783.2130698912,2062.4876170403
145,145,233175.5933,0.93,0.98,1,45,0.97,792.1296458622,2078.127983948
146,146,-566797.2744,0.99,0.97,0.9,20,0.92,812.120251448,1931.5662727079
147,147,671218.5901,0.95,1.0,0.9,60,0.97,808.7077972541,1947.2066396157
148,148,652197.2477,0.94,0.92,1,60,1.0,770.6748729681,2087.5122040926
149,149,402596.2779,0.94,0.94,0.9,50,0.93,779.1731154224,1934.6943460895
150,150,-27103.9843,0.91,0.97,0.9,35,0.97,779.8006156973,1947.2066396157
151,151,-235179.3536,1.0,0.96,1,30,0.97,811.9110846897,2078.127983948
152,152,376473.182,0.92,1.0,1,50,0.92,796.5879338476,2062.4876170403
153,153,257212.0702,0.92,0.99,0.9,45,0.99,792.3388126205,1953.4627863787
154,154,-28071.1055,0.91,0.95,0.9,35,1.0,771.302373243,1956.5908597603
155,155,255550.7321,0.92,1.0,0.9,45,1.0,796.5879338476,1956.5908597603
156,156,-229137.2214,0.97,0.97,1,30,0.95,804.0403425103,2071.8718371849
157,157,84018.5062,1.0,0.92,1,40,0.97,794.9145997811,2078.127983948
158,158,-227591.55,0.95,1.0,1,30,0.94,808.7077972541,2068.7437638034
159,159,-223015.7877,0.95,0.94,1,30,0.95,783.2130698912,2071.8718371849
160,160,253639.9921,0.99,0.98,0.9,45,0.91,816.3693726751,1928.4381993264
161,161,224658.477,1.0,0.99,1,45,0.93,824.6584483711,2065.6156904218
162,162,403083.7349,0.92,0.99,0.9,50,0.91,792.3388126205,1928.4381993264
163,163,677049.806,0.95,0.96,0.9,60,0.94,791.7113123455,1937.822419471
164,164,-188584.8026,0.91,1.0,0.9,30,0.97,792.5479793788,1947.2066396157
165,165,-402209.1506,0.96,0.99,1,25,0.94,808.4986304958,2068.7437638034
166,166,97652.3085,0.91,0.98,1,40,0.92,784.0497369245,2062.4876170403
167,167,-410414.704,1.0,0.99,1,25,0.95,824.6584483711,2071.8718371849
168,168,661695.1822,0.91,0.93,1,60,0.93,762.8041307887,2065.6156904218
169,169,-593754.4545,0.91,0.99,1,20,0.95,788.2988581517,2071.8718371849
170,170,-609779.1328,0.99,0.95,1,20,1.0,803.6220089937,2087.5122040926
171,171,-361497.4441,0.94,0.95,0.9,25,0.96,783.4222366495,1944.0785662341
172,172,-397526.731,0.94,0.93,1,25,0.98,774.9239941952,2081.2560573295
173,173,-71661.7535,1.0,0.97,1,35,0.94,816.1602059168,2068.7437638034
174,174,534366.068,0.94,0.99,0.9,55,0.97,800.4187215581,1947.2066396157
175,175,643415.9463,1.0,0.98,1,60,0.93,820.409327144,2065.6156904218
176,176,537846.2068,0.94,0.93,0.9,55,0.99,774.9239941952,1953.4627863787
177,177,381006.6816,0.94,0.91,1,50,0.92,766.4257517409,2062.4876170403
178,178,-30698.5656,0.91,1.0,0.9,35,0.98,792.5479793788,1950.3347129972
179,179,678931.3513,0.96,0.91,0.9,60,0.95,774.5056606786,1940.9504928526
180,180,-358916.0409,0.91,0.93,0.9,25,1.0,762.8041307887,1956.5908597603
181,181,-193184.3511,1.0,0.95,0.9,30,0.91,807.6619634625,1928.4381993264
182,182,-221597.891,0.92,1.0,1,30,0.93,796.5879338476,2065.6156904218
183,183,401218.861,0.96,0.91,0.9,50,0.94,774.5056606786,1937.822419471
184,184,241355.1837,0.91,0.93,1,45,0.96,762.8041307887,2074.9999105665
185,185,376592.7329,0.92,0.97,1,50,0.95,783.8405701662,2071.8718371849
186,186,654751.5761,0.96,0.92,1,60,0.93,778.7547819057,2065.6156904218
187,187,372541.4367,0.92,0.97,1,50,1.0,783.8405701662,2087.5122040926
188,188,-61897.1517,0.94,0.95,1,35,0.96,783.4222366495,2074.9999105665
189,189,-224517.8518,0.92,1.0,1,30,0.96,796.5879338476,2074.9999105665
190,190,-183086.8258,0.91,0.94,0.9,30,0.97,767.0532520159,1947.2066396157
191,191,-192962.7356,0.97,0.96,0.9,30,0.95,799.7912212832,1940.9504928526
192,192,369406.0252,0.95,0.99,1,50,0.96,804.458676027,2074.9999105665
193,193,237182.3504,0.91,0.96,1,45,0.98,775.5514944702,2081.2560573295
194,194,87660.4358,0.95,0.98,1,40,0.96,800.2095547998,2074.9999105665
195,195,-406938.1563,1.0,0.93,1,25,0.97,799.1637210082,2078.127983948
196,196,-362773.8501,0.99,0.92,0.9,25,0.92,790.8746453122,1931.5662727079
197,197,122586.2767,0.91,0.98,0.9,40,0.96,784.0497369245,1944.0785662341
198,198,247922.7491,0.99,0.99,0.9,45,0.97,820.6184939023,1947.2066396157
199,199,-69387.9678,0.98,0.95,1,35,0.97,799.5820545249,2078.127983948
200,200,-76340.352,1.0,0.97,1,35,0.99,816.1602059168,2084.3841307111
201,201,-35877.7273,0.98,0.91,0.9,35,1.0,782.5855696162,1956.5908597603
202,202,234333.3292,0.96,0.94,1,45,0.94,787.25302436,2068.7437638034
203,203,-24501.3123,0.91,0.91,0.9,35,1.0,754.3058883344,1956.5908597603
204,204,257636.5774,0.95,0.93,0.9,45,0.99,778.9639486641,1953.4627863787
205,205,-225838.8022,0.95,0.96,1,30,0.96,791.7113123455,2074.9999105665
206,206,665935.3528,1.0,0.98,0.9,60,0.96,820.409327144,1944.0785662341
207,207,530478.1728,0.96,0.98,0.9,55,0.99,804.2495092687,1953.4627863787
208,208,-410414.704,1.0,0.99,1,25,0.95,824.6584483711,2071.8718371849
209,209,-67215.8203,0.99,0.97,1,35,0.91,812.120251448,2059.3595436587
210,210,-605337.1684,0.99,0.94,1,20,0.97,799.3728877665,2078.127983948
211,211,259801.5178,0.92,0.95,0.9,45,1.0,775.3423277119,1956.5908597603
212,212,97642.8876,0.91,0.97,1,40,0.93,779.8006156973,2065.6156904218
213,213,-596674.9143,0.92,0.99,1,20,0.96,792.3388126205,2074.9999105665
214,214,-44434.3923,1.0,0.99,0.9,35,0.98,824.6584483711,1950.3347129972
215,215,265826.3396,0.95,0.91,0.9,45,0.91,770.4657062098,1928.4381993264
216,216,672857.0338,0.94,0.98,0.9,60,0.99,796.169600331,1953.4627863787
217,217,90078.249,0.99,0.92,1,40,0.92,790.8746453122,2062.4876170403
218,218,-396730.9736,0.93,1.0,1,25,0.93,800.6278883165,2065.6156904218
219,219,649366.7132,1.0,0.91,1,60,0.93,790.6654785539,2065.6156904218
220,220,-184970.5998,0.95,0.93,0.9,30,0.93,778.9639486641,1934.6943460895
221,221,235814.1888,0.95,0.96,1,45,0.92,791.7113123455,2062.4876170403
222,222,-58886.2902,0.91,0.94,1,35,0.99,767.0532520159,2084.3841307111
223,223,-557626.0424,0.95,0.96,0.9,20,0.91,791.7113123455,1928.4381993264
224,224,225639.9648,0.99,0.93,1,45,1.0,795.1237665394,2087.5122040926
225,225,232442.3647,0.93,0.96,1,45,1.0,783.6314034079,2087.5122040926
226,226,116684.4215,0.97,0.92,0.9,40,0.98,782.7947363746,1950.3347129972
227,227,-399844.2548,0.94,0.93,1,25,1.0,774.9239941952,2087.5122040926
228,228,528069.3201,0.97,0.99,0.9,55,0.99,812.5385849646,1953.4627863787
229,229,-220721.5171,0.92,0.98,1,30,0.94,788.0896913933,2068.7437638034
230,230,-199432.6751,0.98,0.96,0.9,30,1.0,803.831175752,1956.5908597603
231,231,505022.6064,0.99,0.95,1,55,0.97,803.6220089937,2078.127983948
232,232,229891.8933,0.93,0.99,1,45,1.0,796.3787670893,2087.5122040926
233,233,541614.551,0.92,0.97,0.9,55,0.94,783.8405701662,1937.822419471
234,234,243930.3943,1.0,0.99,0.9,45,1.0,824.6584483711,1956.5908597603
235,235,-399265.0048,0.94,0.96,1,25,0.97,787.6713578767,2078.127983948
236,236,375782.4737,0.92,0.97,1,50,0.96,783.8405701662,2074.9999105665
237,237,-386640.911,0.91,0.92,1,25,0.94,758.5550095616,2068.7437638034
238,238,373515.0969,0.94,0.96,1,50,0.96,787.6713578767,2074.9999105665
239,239,392819.3912,0.97,1.0,0.9,50,0.93,816.7877061918,1934.6943460895
240,240,-371488.1195,1.0,0.92,0.9,25,0.98,794.9145997811,1950.3347129972
241,241,673888.4696,0.95,0.94,0.9,60,1.0,783.2130698912,1956.5908597603
242,242,-67244.7832,0.95,0.96,1,35,0.99,791.7113123455,2084.3841307111
243,243,263959.949,0.93,0.94,0.9,45,0.94,775.1331609536,1937.822419471
244,244,236625.3698,0.95,0.96,1,45,0.91,791.7113123455,2059.3595436587
245,245,257700.1275,0.96,0.93,0.9,45,0.97,783.0039031329,1947.2066396157
246,246,226114.7627,0.98,1.0,1,45,0.94,820.8276606606,2068.7437638034
247,247,255985.4111,0.97,0.97,0.9,45,0.93,804.0403425103,1934.6943460895
248,248,84056.1899,1.0,0.96,1,40,0.93,811.9110846897,2065.6156904218
249,249,371247.7202,0.96,0.95,1,50,0.96,791.5021455872,2074.9999105665
250,250,-233475.0789,1.0,0.91,1,30,1.0,790.6654785539,2087.5122040926
251,251,-563443.5379,0.96,0.99,0.9,20,0.92,808.4986304958,1931.5662727079
252,252,-562816.916,0.94,0.96,0.9,20,0.97,787.6713578767,1947.2066396157
253,253,374201.8055,0.92,0.96,1,50,0.99,779.591448939,2084.3841307111
254,254,-224566.325,0.92,0.99,1,30,0.97,792.3388126205,2078.127983948
255,255,-364248.5065,0.96,0.99,0.9,25,0.92,808.4986304958,1931.5662727079
256,256,114313.7319,1.0,0.96,0.9,40,0.91,811.9110846897,1928.4381993264
257,257,-409255.9421,1.0,0.99,1,25,0.94,824.6584483711,2068.7437638034
258,258,111705.6708,0.98,0.96,0.9,40,0.98,803.831175752,1950.3347129972
259,259,89821.0992,0.92,0.99,1,40,0.98,792.3388126205,2081.2560573295
260,260,641773.5028,0.99,0.97,1,60,0.98,812.120251448,2081.2560573295
261,261,-25233.2492,0.91,0.99,0.9,35,0.93,788.2988581517,1934.6943460895
262,262,-571385.2121,0.97,0.97,0.9,20,0.99,804.0403425103,1953.4627863787
263,263,378921.885,0.91,0.98,1,50,0.93,784.0497369245,2065.6156904218
264,264,394657.0865,0.96,0.93,0.9,50,1.0,783.0039031329,1956.5908597603
265,265,400935.9091,0.94,0.95,0.9,50,0.94,783.4222366495,1937.822419471
266,266,-593269.1626,0.95,0.96,1,20,0.91,791.7113123455,2059.3595436587
267,267,226319.8152,1.0,0.98,1,45,0.92,820.409327144,2062.4876170403
268,268,673627.4427,0.94,0.99,0.9,60,0.97,800.4187215581,1947.2066396157
269,269,393625.6507,0.95,0.97,0.9,50,0.99,795.9604335727,1953.4627863787
270,270,-564046.212,0.97,0.93,0.9,20,0.96,787.0438576017,1944.0785662341
271,271,-224116.8827,0.94,0.97,1,30,0.95,791.9204791038,2071.8718371849
272,272,662505.4414,0.91,0.93,1,60,0.92,762.8041307887,2062.4876170403
273,273,-394436.8738,0.94,0.97,1,25,0.92,791.9204791038,2062.4876170403
274,274,-600655.2727,0.97,1.0,1,20,0.91,816.7877061918,2059.3595436587
275,275,-222517.8723,0.97,0.93,1,30,0.92,787.0438576017,2062.4876170403
276,276,-555525.0259,0.96,0.92,0.9,20,0.91,778.7547819057,1928.4381993264
277,277,539506.5755,0.94,0.92,0.9,55,0.98,770.6748729681,1950.3347129972
278,278,-391563.2621,0.95,0.91,1,25,0.93,770.4657062098,2065.6156904218
279,279,-61108.8772,0.98,0.91,1,35,0.92,782.5855696162,2062.4876170403
280,280,-592426.0333,0.92,0.97,1,20,0.94,783.8405701662,2068.7437638034
281,281,227247.9246,1.0,0.95,1,45,0.94,807.6619634625,2068.7437638034
282,282,-217449.0605,0.94,0.94,1,30,0.91,779.1731154224,2059.3595436587
283,283,-32525.0432,0.96,0.95,0.9,35,0.96,791.5021455872,1944.0785662341
284,284,-216176.5833,0.91,0.97,1,30,0.92,779.8006156973,2062.4876170403
285,285,-69421.9892,0.98,0.94,1,35,0.98,795.3329332977,2081.2560573295
286,286,-30692.5348,0.96,0.95,0.9,35,0.94,791.5021455872,1937.822419471
287,287,236664.3459,0.95,0.95,1,45,0.92,787.4621911184,2062.4876170403
288,288,516885.5435,0.93,0.93,1,55,0.96,770.8840397264,2074.9999105665
289,289,-65010.0774,0.97,0.93,1,35,0.96,787.0438576017,2074.9999105665
290,290,371753.1025,0.93,0.98,1,50,0.98,792.1296458622,2081.2560573295
291,291,505775.0901,1.0,0.98,1,55,0.91,820.409327144,2059.3595436587
292,292,226514.6959,1.0,0.93,1,45,0.97,799.1637210082,2078.127983948
293,293,236136.1697,0.97,0.91,1,45,0.93,778.5456151474,2065.6156904218
294,294,224750.8316,0.99,0.95,1,45,0.99,803.6220089937,2084.3841307111
295,295,84108.082,0.95,0.99,1,40,0.99,804.458676027,2084.3841307111
296,296,-60258.3776,0.93,0.95,1,35,0.96,779.3822821807,2074.9999105665
297,297,250874.2965,0.95,1.0,0.9,45,1.0,808.7077972541,1956.5908597603
298,298,-370522.7028,1.0,0.97,0.9,25,0.93,816.1602059168,1934.6943460895
299,299,248772.9062,0.99,0.98,0.9,45,0.97,816.3693726751,1947.2066396157
300,300,-405972.7397,1.0,0.98,1,25,0.92,820.409327144,2062.4876170403
301,301,403872.0691,0.91,0.98,0.9,50,0.93,784.0497369245,1934.6943460895
302,302,388768.0951,0.97,1.0,0.9,50,0.98,816.7877061918,1950.3347129972
303,303,-393037.6566,0.92,0.92,1,25,0.98,762.5949640304,2081.2560573295
304,304,113522.1727,0.99,0.93,0.9,40,0.97,795.1237665394,1947.2066396157
305,305,122195.6051,0.94,0.92,0.9,40,0.97,770.6748729681,1947.2066396157
306,306,-195363.6735,0.95,0.97,0.9,30,1.0,795.9604335727,1956.5908597603
307,307,-198380.1446,0.98,0.98,0.9,30,0.97,812.3294182063,1947.2066396157
308,308,121301.9002,0.93,0.92,0.9,40,1.0,766.6349184992,1956.5908597603
309,309,-30329.5507,0.98,0.93,0.9,35,0.92,791.0838120705,1931.5662727079
310,310,535742.2311,0.98,0.91,0.9,55,0.96,782.5855696162,1944.0785662341
311,311,107613.2524,0.99,0.98,0.9,40,0.99,816.3693726751,1953.4627863787
312,312,113664.4786,1.0,0.91,0.9,40,0.97,790.6654785539,1947.2066396157
313,313,378961.7353,0.91,0.97,1,50,0.94,779.8006156973,2068.7437638034
314,314,248103.2277,1.0,0.96,0.9,45,0.98,811.9110846897,1950.3347129972
315,315,121698.7104,0.91,1.0,0.9,40,0.95,792.5479793788,1940.9504928526
316,316,651068.186,0.94,1.0,1,60,0.93,804.6678427853,2065.6156904218
317,317,83194.0089,1.0,0.99,1,40,0.91,824.6584483711,2059.3595436587
318,318,-34781.1711,0.98,0.98,0.9,35,0.92,812.3294182063,1931.5662727079
319,319,401905.5696,0.94,0.91,0.9,50,0.97,766.4257517409,1947.2066396157
320,320,-188379.3973,0.97,0.91,0.9,30,0.95,778.5456151474,1940.9504928526
321,321,-42834.4589,0.99,0.98,0.9,35,0.99,816.3693726751,1953.4627863787
322,322,84562.2241,0.98,0.92,1,40,1.0,786.8346908434,2087.5122040926
323,323,658515.9206,0.92,0.93,1,60,0.95,766.8440852576,2071.8718371849
324,324,-221324.6967,0.93,1.0,1,30,0.91,800.6278883165,2059.3595436587
325,325,-198687.7764,0.97,0.97,0.9,30,1.0,804.0403425103,1956.5908597603
326,326,515083.6987,0.92,0.96,1,55,0.97,779.591448939,2078.127983948
327,327,-220223.6017,0.94,0.97,1,30,0.91,791.9204791038,2059.3595436587
328,328,-191084.7284,0.97,0.95,0.9,30,0.94,795.542100056,1937.822419471
329,329,-33056.5717,0.93,0.99,0.9,35,0.98,796.3787670893,1950.3347129972
