n,ID,D_ActivacionIncrem_Jaz,D_ActivacionIncrem_Abr,D_ActivacionIncrem_Gir,Opt_CalculoRagaliasIncrementales_Jaz,Opt_EscVentaCrudo,Opt_EscCAPEX_Perforacion,Opt_AlternativasFacilidades_ICV_AbrGir,Opt_CalculoRagaliasIncrementales_AbrGir,Unc_MultPreciobaseValorGas,Unc_MultCAPEXPerfo_UGEJaz,Unc_MultCAPEXFacilidades_Jaz,Unc_MultOPEX_UGEJaz,E_Brent,Total_VPN,volumen_Mbls,Capex,opex,flat
1507,1507.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,0.8,0.8,1.0,45.0,-71.33328796771572,27.515559601521772,187.04000000000002,626.1199435474772,10.0
1508,1508.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.9,0.9,1.0,60.0,73.4531728432767,27.72189704836151,210.42,245.76833020073002,2.0
1509,1509.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.8,1.0,1.0,40.0,-214.0095113157912,16.031203022290494,356.4146356196104,320.72907018245724,10.0
1510,1510.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,0.7,0.7,0.9,40.0,-59.89539550060028,27.72189704836151,163.65999999999997,424.1180749584348,6.0
1511,1511.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.9,40.0,-141.69640495331998,16.405072809264873,233.79999999999998,321.1071714304905,10.0
1512,1512.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.7,1.0,1.0,55.0,29.90889469749448,27.72189704836151,163.65999999999997,535.6634413118411,8.0
1513,1513.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.7,0.9,40.0,-170.522359671986,27.72189704836151,352.3622449337272,520.7497786621386,8.0
1514,1514.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.8,0.9,0.9,40.0,-32.30047833383071,27.72189704836151,187.04000000000002,327.48637125473107,4.0
1515,1515.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.9,0.7,1.0,35.0,-203.44496788158105,15.361429288322535,328.9822449337272,259.8828294365026,8.0
1516,1516.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.8,1.0,1.0,40.0,-16.433245144797567,27.72189704836151,187.04000000000002,342.40003390443377,4.0
1517,1517.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.9,0.8,1.0,60.0,28.33134240304561,27.72189704836151,210.42,342.40003390443377,4.0
1518,1518.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.9,1.0,0.9,55.0,-123.56561137163526,27.72189704836151,379.7946356196103,617.3814823658423,10.0
1519,1519.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.7,1.0,25.0,-220.6698440108893,9.748493090677584,328.9822449337272,142.8173750388906,6.0
1520,1520.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.7,0.8,1.0,20.0,-206.00861502437633,9.474969989715385,299.1597084956882,109.14677981812567,4.0
1521,1521.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,1.0,0.9,55.0,-75.0105343006957,27.72189704836151,379.7946356196103,327.48637125473107,4.0
1522,1522.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,20.0,-188.63610737612638,9.474969989715385,233.79999999999998,201.11300204034788,10.0
1523,1523.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.8,0.8,1.0,60.0,-46.43020414250759,27.72189704836151,322.5397084956883,632.2951450155447,10.0
1524,1524.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.7,1.0,0.9,35.0,-127.67651037404644,27.72189704836151,333.0346356196103,424.1180749584348,6.0
1525,1525.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.7,0.9,20.0,-280.610758409707,9.474969989715385,352.3622449337272,196.32940554001684,10.0
1526,1526.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.9,1.0,25.0,-136.38260420806944,17.272778281539306,233.79999999999998,243.41241656324203,6.0
1527,1527.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.7,1.0,1.0,60.0,-1.1610490215150109,27.72189704836151,163.65999999999997,535.6634413118411,8.0
1528,1528.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.9,25.0,-176.93975888985236,9.474969989715385,233.79999999999998,196.32940554001684,10.0
1529,1529.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.7,1.0,0.9,20.0,-253.35916281775715,9.474969989715385,333.0346356196103,165.6739981326094,8.0
1530,1530.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.7,1.0,0.9,30.0,-180.90087675657819,18.642240703303415,333.0346356196103,316.764334941416,8.0
1531,1531.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.9,0.8,0.9,25.0,-149.262540617974,11.218321108036983,210.42,153.8176164441801,6.0
1532,1532.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,25.0,-246.19708886749,15.556895674180685,403.1746356196103,161.74209761146855,4.0
1533,1533.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,-69.36425265544713,27.72189704836151,403.1746356196103,245.76833020073002,2.0
1534,1534.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.7,0.8,1.0,60.0,40.7367419949867,27.72189704836151,163.65999999999997,439.0317376081374,6.0
1535,1535.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,0.7,1.0,30.0,-160.69447538616035,13.383414265875384,233.79999999999998,266.7566471982777,10.0
1536,1536.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.9,0.9,0.9,45.0,-49.62098744073262,27.72189704836151,210.42,327.48637125473107,4.0
1537,1537.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0,60.0,-30.485111908722985,27.72189704836151,322.5397084956883,535.6634413118411,8.0
1538,1538.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.9,0.7,0.9,40.0,-108.17621666324847,21.302577891212405,210.42,374.02534682182903,8.0
1539,1539.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.7,0.9,35.0,-77.85816573882259,27.72189704836151,233.79999999999998,424.1180749584348,6.0
1540,1540.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.9,0.9,1.0,40.0,-81.28751426868227,27.72189704836151,210.42,535.6634413118411,8.0
1541,1541.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,0.7,0.9,45.0,-118.72713316704902,27.72189704836151,282.2222449337272,617.3814823658423,10.0
1542,1542.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.8,1.0,1.0,60.0,86.30211234849692,27.72189704836151,187.04000000000002,245.76833020073002,2.0
1543,1543.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.7,0.9,40.0,-74.80104107040795,27.72189704836151,187.04000000000002,520.7497786621386,8.0
1544,1544.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,0.9,0.9,0.9,60.0,-2.0196422679858426,27.72189704836151,362.8571720576492,230.85466755102738,2.0
1545,1545.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.9,0.9,45.0,-184.3417378709179,27.72189704836151,386.2371720576492,520.7497786621386,8.0
1546,1546.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.9,0.8,0.9,25.0,-88.21762850676839,27.72189704836151,210.42,230.85466755102738,2.0
1547,1547.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.7,0.7,0.9,40.0,-79.14193559700234,21.302577891212405,163.65999999999997,374.02534682182903,8.0
1548,1548.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.8,0.9,45.0,-163.66875502953977,27.72189704836151,369.2997084956882,617.3814823658423,10.0
1549,1549.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,60.0,33.828416190101464,27.72189704836151,233.79999999999998,245.76833020073002,2.0
1550,1550.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.7,0.8,1.0,20.0,-216.54506522991656,9.474969989715385,299.1597084956882,170.45759463294047,8.0
1551,1551.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.7,0.8,1.0,55.0,3.037414256919501,27.72189704836151,163.65999999999997,535.6634413118411,8.0
1552,1552.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.9,0.9,35.0,-205.0793604815204,25.29327439517994,386.2371720576492,463.4189126245164,8.0
1553,1553.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.7,0.8,1.0,50.0,55.73591507651441,27.72189704836151,163.65999999999997,245.76833020073002,2.0
1554,1554.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,0.9,0.8,0.9,35.0,-168.94915583037542,27.72189704836151,345.9197084956882,327.48637125473107,4.0
1555,1555.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.9,0.9,40.0,-71.9810716169697,27.72189704836151,233.79999999999998,520.7497786621386,8.0
1556,1556.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.7,0.9,0.9,45.0,-62.46403875001789,27.72189704836151,316.09717205764923,230.85466755102738,2.0
1557,1557.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.7,1.0,0.9,60.0,-16.615590889950926,27.72189704836151,333.0346356196103,424.1180749584348,6.0
1558,1558.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,0.9,1.0,60.0,-53.172141485062276,27.72189704836151,316.09717205764923,535.6634413118411,8.0
1559,1559.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.8,1.0,1.0,20.0,-240.2534565491026,9.474969989715385,356.4146356196104,109.14677981812567,4.0
1560,1560.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.9,0.9,1.0,45.0,-173.28510469753735,27.72189704836151,362.8571720576492,535.6634413118411,8.0
1561,1561.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.9,0.9,1.0,35.0,-142.54162244735437,27.72189704836151,362.8571720576492,245.76833020073002,2.0
1562,1562.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.8,1.0,0.9,30.0,-57.74853356894265,27.72189704836151,187.04000000000002,327.48637125473107,4.0
1563,1563.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.8,0.9,1.0,25.0,-110.80968956141936,17.687577896805074,187.04000000000002,141.24908300709012,2.0
1564,1564.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,35.0,-195.7117765571634,22.223981162041515,369.2997084956882,467.25688708878357,10.0
1565,1565.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,0.9,0.7,1.0,20.0,-207.12383359606645,14.041806900155846,328.9822449337272,152.3488945214557,4.0
1566,1566.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.7,0.9,0.9,45.0,-55.380621186102125,27.72189704836151,163.65999999999997,617.3814823658423,10.0
1567,1567.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,-203.57202509840488,27.515559601521772,403.1746356196103,530.4423139178477,8.0
1568,1568.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9,0.8,1.0,60.0,-80.2864332478633,27.72189704836151,345.9197084956882,439.0317376081374,6.0
1569,1569.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.9,0.9,30.0,-166.6963421182295,11.601449729426184,233.79999999999998,193.8199278071784,8.0
1570,1570.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.8,1.0,25.0,-114.60121973478878,27.72189704836151,233.79999999999998,342.40003390443377,4.0
1571,1571.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.7,0.9,25.0,-177.42235187966816,9.474969989715385,233.79999999999998,165.6739981326094,8.0
1572,1572.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,1.0,35.0,-128.3733471087656,27.72189704836151,339.4771720576493,245.76833020073002,2.0
1573,1573.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.7,0.9,45.0,-187.1672173441515,21.456826642077935,352.3622449337272,447.19771276715494,10.0
1574,1574.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,0.7,0.9,0.9,60.0,54.097085977199626,27.72189704836151,163.65999999999997,520.7497786621386,8.0
1575,1575.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.8,1.0,60.0,-37.94103011982753,27.72189704836151,369.2997084956882,245.76833020073002,2.0
1576,1576.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.9,0.8,1.0,30.0,-192.79282280615197,17.929050463858978,345.9197084956882,310.3554797259509,8.0
1577,1577.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.8,1.0,55.0,-121.35769929922701,27.72189704836151,369.2997084956882,632.2951450155447,10.0
1578,1578.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.9,0.7,0.9,45.0,-108.90809976649315,27.72189704836151,328.9822449337272,424.1180749584348,6.0
1579,1579.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,0.7,1.0,40.0,-144.94619254475404,27.515559601521772,305.6022449337272,530.4423139178477,8.0
1580,1580.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.7,1.0,1.0,35.0,-140.55108814200125,27.72189704836151,333.0346356196103,245.76833020073002,2.0
1581,1581.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.9,0.9,0.9,40.0,-52.67492204568229,27.72189704836151,210.42,230.85466755102738,2.0
1582,1582.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,40.0,-179.60830524717926,27.72189704836151,403.1746356196103,342.40003390443377,4.0
1583,1583.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.9,0.8,1.0,40.0,-63.78923763382498,27.72189704836151,210.42,439.0317376081374,6.0
1584,1584.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.8,0.8,0.9,45.0,-115.95982731391476,27.72189704836151,322.5397084956883,520.7497786621386,8.0
1585,1585.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.7,0.8,1.0,60.0,56.555988350374435,27.72189704836151,163.65999999999997,342.40003390443377,4.0
1586,1586.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.9,0.8,0.9,60.0,-16.97188522890874,27.72189704836151,210.42,617.3814823658423,10.0
1587,1587.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,30.0,-217.1738138350766,17.929050463858978,386.2371720576492,310.3554797259509,8.0
1588,1588.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.7,0.8,0.9,30.0,-74.82835441019223,27.72189704836151,163.65999999999997,327.48637125473107,4.0
1589,1589.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.9,0.9,0.9,45.0,-103.60312334041741,21.456826642077935,210.42,447.19771276715494,10.0
1590,1590.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.8,1.0,1.0,20.0,-152.151401796627,9.474969989715385,187.04000000000002,170.45759463294047,8.0
1591,1591.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,0.7,0.9,0.9,35.0,-92.83006616185396,16.852241002884686,163.65999999999997,331.20463247151355,10.0
1592,1592.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.8,0.8,1.0,25.0,-247.9179860690013,9.474969989715385,322.5397084956883,201.11300204034788,10.0
1593,1593.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,0.9,1.0,0.9,20.0,-225.5116355282025,16.931983608568967,379.7946356196103,177.69474186021685,4.0
1594,1594.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.9,0.9,1.0,30.0,-127.98342801712595,16.494324055299273,210.42,230.6409743354959,6.0
1595,1595.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.9,0.8,0.9,55.0,-36.34166875285341,27.72189704836151,210.42,617.3814823658423,10.0
1596,1596.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.9,0.9,1.0,35.0,-113.19164208802304,27.72189704836151,362.8571720576492,245.76833020073002,2.0
1597,1597.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.7,0.9,1.0,45.0,-43.86966760675774,27.72189704836151,316.09717205764923,245.76833020073002,2.0
1598,1598.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.7,0.7,1.0,30.0,-91.64809635511313,17.929050463858978,163.65999999999997,199.1839241703954,4.0
1599,1599.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.7,0.9,1.0,25.0,-174.17100337113573,22.60063124035451,316.09717205764923,265.25151967936637,4.0
1600,1600.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,0.9,20.0,-250.59943246555238,9.474969989715385,369.2997084956882,104.3631833177946,4.0
1601,1601.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.7,1.0,0.9,35.0,-126.79885232231653,27.72189704836151,333.0346356196103,327.48637125473107,4.0
1602,1602.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.7,0.8,0.9,20.0,-97.83884950394054,16.931983608568967,163.65999999999997,177.69474186021685,4.0
1603,1603.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.7,0.8,1.0,55.0,35.09283196811039,27.72189704836151,163.65999999999997,342.40003390443377,4.0
1604,1604.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.8,0.9,40.0,-137.0333663848505,27.72189704836151,369.2997084956882,327.48637125473107,4.0
1605,1605.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.7,0.9,1.0,35.0,-48.452969917714306,27.72189704836151,163.65999999999997,245.76833020073002,2.0
1606,1606.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.8,0.9,1.0,50.0,-12.648867979465088,27.72189704836151,187.04000000000002,439.0317376081374,6.0
1607,1607.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,20.0,-244.90674658642402,9.474969989715385,362.8571720576492,109.14677981812567,4.0
1608,1608.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.8,0.8,0.9,45.0,-20.778641429661793,27.72189704836151,187.04000000000002,230.85466755102738,2.0
1609,1609.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.8,0.9,1.0,50.0,-106.99327811022714,27.72189704836151,339.4771720576493,535.6634413118411,8.0
1610,1610.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.8,0.9,1.0,20.0,-128.32322611110138,9.474969989715385,187.04000000000002,78.49137241071827,2.0
1611,1611.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.8,0.8,0.9,35.0,-68.266870477326,27.72189704836151,187.04000000000002,424.1180749584348,6.0
1612,1612.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.8,1.0,0.9,60.0,-13.645284039783416,27.72189704836151,356.4146356196104,327.48637125473107,4.0
1613,1613.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,0.7,1.0,20.0,-123.05340463888207,27.72189704836151,233.79999999999998,245.76833020073002,2.0
1614,1614.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,0.9,0.9,30.0,-141.05101389893275,27.72189704836151,316.09717205764923,230.85466755102738,2.0
1615,1615.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,0.9,1.0,45.0,-36.32392821664785,27.72189704836151,233.79999999999998,439.0317376081374,6.0
1616,1616.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.8,1.0,0.9,45.0,-165.17130730047347,27.72189704836151,356.4146356196104,520.7497786621386,8.0
1617,1617.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.9,0.8,0.9,20.0,-164.6608884883775,9.474969989715385,210.42,165.6739981326094,8.0
1618,1618.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.7,1.0,0.9,50.0,-20.82495000201322,27.72189704836151,163.65999999999997,424.1180749584348,6.0
1619,1619.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.9,0.8,1.0,30.0,-97.99306371789632,27.72189704836151,210.42,245.76833020073002,2.0
1620,1620.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,0.7,0.9,1.0,45.0,-144.25082363129124,27.72189704836151,316.09717205764923,535.6634413118411,8.0
1621,1621.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.9,0.9,40.0,-212.60949685223505,18.089135468809246,386.2371720576492,361.1479959322117,10.0
1622,1622.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.7,1.0,0.9,55.0,53.337277506906304,27.72189704836151,163.65999999999997,230.85466755102738,2.0
1623,1623.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.7,0.8,0.9,30.0,-106.98807776183746,14.659789408162876,163.65999999999997,196.25023987194444,6.0
1624,1624.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.9,0.8,0.9,25.0,-189.70771441929492,26.17190091404168,345.9197084956882,304.2882965847778,4.0
1625,1625.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,0.7,0.8,1.0,20.0,-229.83679070990192,9.474969989715385,299.1597084956882,201.11300204034788,10.0
1626,1626.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.7,0.9,1.0,20.0,-205.62778972337185,9.474969989715385,316.09717205764923,78.49137241071827,2.0
1627,1627.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,1.0,55.0,-121.00050308377438,27.72189704836151,386.2371720576492,439.0317376081374,6.0
1628,1628.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,0.9,1.0,20.0,-255.74764196013408,9.474969989715385,316.09717205764923,201.11300204034788,10.0
1629,1629.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,0.7,0.7,1.0,45.0,-51.75357785623162,27.72189704836151,163.65999999999997,632.2951450155447,10.0
1630,1630.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.8,0.9,35.0,-77.21557397390056,27.72189704836151,233.79999999999998,327.48637125473107,4.0
1631,1631.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.8,0.9,35.0,-45.5741453886834,27.72189704836151,233.79999999999998,230.85466755102738,2.0
1632,1632.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.8,0.9,1.0,30.0,-122.64062043168981,27.72189704836151,339.4771720576493,245.76833020073002,2.0
1633,1633.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.9,0.9,25.0,-102.73476903989142,27.72189704836151,233.79999999999998,230.85466755102738,2.0
1634,1634.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.9,0.7,0.9,60.0,17.459823534047658,27.72189704836151,210.42,424.1180749584348,6.0
1635,1635.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.9,1.0,1.0,40.0,-47.62014212326909,27.72189704836151,210.42,342.40003390443377,4.0
1636,1636.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.7,1.0,1.0,35.0,-77.19731119544686,18.642240703303415,163.65999999999997,384.4257219513674,10.0
1637,1637.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.7,0.9,30.0,-212.90942961694086,16.218176573133114,352.3622449337272,317.0128835224942,10.0
1638,1638.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.7,0.9,25.0,-147.55858390947415,15.556895674180685,233.79999999999998,161.74209761146855,4.0
1639,1639.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.9,0.9,50.0,-133.83685384546993,27.72189704836151,386.2371720576492,520.7497786621386,8.0
1640,1640.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,0.7,1.0,0.9,50.0,-117.5986073298538,27.72189704836151,333.0346356196103,617.3814823658423,10.0
1641,1641.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.8,1.0,1.0,30.0,-244.51872488173592,10.021050391032285,356.4146356196104,209.67152585022075,10.0
1642,1642.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.8,1.0,1.0,40.0,-16.433245144797567,27.72189704836151,187.04000000000002,342.40003390443377,4.0
1643,1643.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.7,0.9,1.0,40.0,-71.77178920513762,22.376512781084223,163.65999999999997,482.74934700968504,10.0
1644,1644.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,0.8,0.8,1.0,60.0,-59.911989536011795,27.72189704836151,322.5397084956883,535.6634413118411,8.0
1645,1645.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,0.7,0.9,45.0,-83.72143664823163,27.72189704836151,352.3622449337272,230.85466755102738,2.0
1646,1646.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9,1.0,25.0,-179.43000572104063,9.474969989715385,233.79999999999998,170.45759463294047,8.0
1647,1647.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,40.0,-111.57684900327709,27.72189704836151,369.2997084956882,342.40003390443377,4.0
1648,1648.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.9,0.7,0.9,45.0,-47.97993593633811,27.72189704836151,210.42,424.1180749584348,6.0
