n,ID,D_ActivacionIncrem_Jaz,D_ActivacionIncrem_Abr,D_ActivacionIncrem_Gir,Opt_CalculoRagaliasIncrementales_Jaz,Opt_EscVentaCrudo,Opt_EscCAPEX_Perforacion,Opt_AlternativasFacilidades_ICV_AbrGir,Opt_CalculoRagaliasIncrementales_AbrGir,Unc_MultPreciobaseValorGas,Unc_MultCAPEXPerfo_UGEJaz,Unc_MultCAPEXFacilidades_Jaz,Unc_MultOPEX_UGEJaz,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
317,317.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.7,0.9,1.0,1.0,50.0,-87.4039222536346,190.19516550018875,1400.478394468143,3868.8805733551358
318,318.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.5,0.8,0.7,0.9,35.0,-69.77193867419041,190.19516550018875,764.8735806966372,2903.2780669704653
319,319.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.5,0.7,0.8,0.9,20.0,-804.0985060282699,56.00568523776178,744.509092224728,862.8177335632103
320,320.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.2,1.0,1.0,0.9,40.0,19.154102278249617,190.19516550018875,1006.2551152809101,1567.7831845493306
321,321.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9,1.0,0.7,0.9,25.0,-1199.9313613444629,56.00568523776178,1145.6240041277003,1403.1316233539267
322,322.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.9,0.9,1.0,30.0,-592.0269614274395,190.19516550018875,1323.239251021329,2978.5506517410463
323,323.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.4,0.9,0.9,1.0,30.0,-425.29737072444357,190.19516550018875,1239.607291021329,2533.3856909340016
324,324.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.9,1.0,0.7,1.0,25.0,-1059.0966002328191,56.00568523776178,885.863580696637,1423.9566646122394
325,325.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.7,0.7,0.8,0.9,40.0,-509.4933929066037,164.33147700228596,1106.4252275745146,3310.0068856309676
326,326.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.7,0.9,1.0,25.0,-697.5077081416431,190.19516550018875,1223.939291021329,1643.0557693199135
327,327.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.5,1.0,0.7,1.0,40.0,-35.59467903881257,190.19516550018875,978.7879806966371,2978.5506517410463
328,328.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.4,0.9,0.7,0.9,60.0,659.478178168763,190.19516550018875,1220.5430041277004,2458.11310616342
329,329.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,0.9,1.0,0.9,55.0,71.9854850570868,190.19516550018875,1452.260434468143,3793.6079885845534
330,330.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,1.0,0.9,1.0,45.0,-393.9553451390003,190.19516550018875,1450.5622910213292,4314.04553416218
331,331.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,0.7,0.9,25.0,-1149.9556334534159,56.00568523776178,964.1390041277003,1538.2100958016053
332,332.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,0.7,0.9,30.0,-1163.102961214627,56.00568523776178,1168.7609641277006,1538.2100958016053
333,333.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.7,0.8,0.8,1.0,40.0,-575.7809826139614,162.37515352012838,1176.2126675745146,3322.2459927029736
334,334.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.7,0.9,0.8,0.9,45.0,-329.24072608505213,190.19516550018875,1162.3681475745145,3793.6079885845534
335,335.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,0.9,0.7,1.0,60.0,91.30754204880675,190.19516550018875,1168.7609641277006,4314.04553416218
336,336.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1,1.0,0.8,1.0,40.0,-57.96891472924542,190.19516550018875,1315.7875475745145,1197.8908085128685
337,337.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.8,0.7,0.9,40.0,-38.63503761210342,190.19516550018875,1145.0020041277005,1567.7831845493306
338,338.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.4,0.7,1.0,0.9,45.0,75.53963128659724,190.19516550018875,889.81719528091,2458.11310616342
339,339.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.1,1.0,0.8,1.0,55.0,801.8126214649587,190.19516550018875,1076.4540922247281,1197.8908085128685
340,340.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4,0.8,0.8,1.0,55.0,397.55647609741305,190.19516550018875,925.372092224728,2533.3856909340016
341,341.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.5,0.8,1.0,0.9,35.0,-226.10895853062922,190.19516550018875,1005.6331152809101,2903.2780669704653
342,342.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6,1.0,0.7,0.9,25.0,-946.8048246031507,56.00568523776178,1036.323580696637,997.8962060108895
343,343.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.1,0.7,1.0,0.9,35.0,72.21402395260858,190.19516550018875,1195.8564344681429,1122.6182237422863
344,344.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.4,0.8,0.9,0.9,30.0,-452.94983398346716,190.19516550018875,1299.480291021329,2458.11310616342
345,345.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4,1.0,0.7,1.0,45.0,-20.205776442366048,190.19516550018875,1036.323580696637,2533.3856909340016
346,346.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.1,0.8,0.9,0.9,45.0,336.8300144705682,190.19516550018875,919.474123752819,1122.6182237422863
347,347.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.5,0.9,0.8,1.0,60.0,525.0291597133024,190.19516550018875,865.4990922247281,2978.5506517410463
348,348.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9,1.0,0.8,0.9,20.0,-1315.6838776787174,56.00568523776178,1076.4540922247281,1403.1316233539267
349,349.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.8,1.0,1.0,1.0,25.0,-1144.9946757880223,56.00568523776178,1099.17951528091,1288.8781921645602
350,350.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.3,0.7,1.0,1.0,50.0,548.0835391263269,190.19516550018875,889.81719528091,2088.2207301269577
351,351.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.6,0.9,0.9,1.0,20.0,-1249.9043098668833,56.00568523776178,1323.239251021329,1018.7212472692021
352,352.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,1.0,0.7,1.0,50.0,433.192275920283,190.19516550018875,1036.323580696637,1197.8908085128685
353,353.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9,1.0,1.0,0.9,40.0,-921.8082070332432,115.02198370795362,1377.341434468143,2734.589713600162
354,354.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.8,0.9,1.0,1.0,30.0,-831.9294566105456,87.56854361072114,1081.17411528091,1912.0319678013086
355,355.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.3,0.7,0.8,1.0,55.0,601.8166798351575,190.19516550018875,744.509092224728,2088.2207301269577
356,356.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,0.7,0.8,1.0,35.0,-850.735193543932,76.65202721380695,1106.4252275745146,1679.9924932082304
357,357.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.2,0.7,0.8,1.0,40.0,14.529265850013692,190.19516550018875,1041.3781475745143,1643.0557693199135
358,358.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.7,0.8,0.9,1.0,60.0,519.6367677839481,190.19516550018875,919.474123752819,3868.8805733551358
359,359.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,0.9,0.8,1.0,50.0,-408.57323388544336,190.19516550018875,1246.0001075745145,4759.210494969224
360,360.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4,0.9,0.7,1.0,30.0,-563.5429512163907,159.0801564826352,960.7825806966371,2106.7702088611813
361,361.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.9,0.8,0.7,0.9,20.0,-1096.4351239430266,56.00568523776178,764.8735806966372,1403.1316233539267
362,362.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,1.0,0.8,0.9,20.0,-1174.7897988165048,56.00568523776178,1076.4540922247281,1132.9746784585684
363,363.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.7,0.8,0.8,1.0,60.0,180.54121241604645,190.19516550018875,1176.2126675745146,3868.8805733551358
364,364.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.3,0.9,1.0,0.9,50.0,263.01616576606983,190.19516550018875,1029.39207528091,2012.9481453563756
365,365.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.7,0.7,0.9,1.0,60.0,394.7451717538571,190.19516550018875,1183.664371021329,3868.8805733551358
366,366.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.3,1.0,0.8,0.9,20.0,-956.3813259760564,56.00568523776178,1222.8631475745144,592.6607886678523
367,367.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.5,0.7,0.8,1.0,45.0,238.9977786367183,190.19516550018875,809.556172224728,2978.5506517410463
368,368.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.6,1.0,0.8,0.9,30.0,-903.8629600287644,76.65202721380695,1222.8631475745144,1302.358448129603
369,369.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,0.8,1.0,1.0,25.0,-1014.1976205234225,56.00568523776178,1005.6331152809101,1153.7997197168813
370,370.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.1,1.0,0.9,1.0,55.0,812.5394219253917,190.19516550018875,1059.049003752819,1197.8908085128685
371,371.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.4,0.9,0.7,1.0,35.0,-79.90575879117614,190.19516550018875,909.000540696637,2533.3856909340016
372,372.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.8,0.9,0.9,0.9,45.0,-167.5346133167691,190.19516550018875,1041.043603752819,4238.772949391597
373,373.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1,0.8,0.8,0.9,20.0,-487.8444849932008,190.19516550018875,1222.2411475745146,1122.6182237422863
374,374.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.7,1.0,25.0,-1319.6309118885547,56.00568523776178,1296.0840041277004,1423.9566646122394
375,375.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.9,0.8,1.0,20.0,-1236.343627712362,56.00568523776178,1297.7821475745145,1018.7212472692021
376,376.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.8,0.8,1.0,20.0,-1051.1375975058177,56.00568523776178,805.0040922247281,1559.0351370599183
377,377.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,1.0,60.0,246.12256576847864,190.19516550018875,1373.3231475745145,2978.5506517410463
378,378.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3,1.0,0.9,0.9,20.0,-910.2346513969217,157.03991085352746,1450.5622910213292,1644.2348793114904
379,379.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2,0.9,0.7,0.9,20.0,-855.4175908295075,56.00568523776178,1168.7609641277006,457.58231622017337
380,380.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.6,0.8,0.8,0.9,60.0,482.3821776876424,190.19516550018875,805.0040922247281,3348.44302777751
381,381.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.7,0.9,0.9,45.0,-157.2414125181318,190.19516550018875,1183.664371021329,2903.2780669704653
382,382.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.2,0.7,0.8,0.9,55.0,640.6288924986436,190.19516550018875,849.8310922247281,1567.7831845493306
383,383.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.8,1.0,30.0,-547.9430350245159,190.19516550018875,1373.3231475745145,1643.0557693199135
384,384.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.9,0.9,60.0,-16.774867009847533,190.19516550018875,1375.0212910213293,4238.772949391597
385,385.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,0.9,0.9,20.0,-1116.9425012662925,56.00568523776178,1450.5622910213292,592.6607886678523
386,386.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.1,0.7,0.9,1.0,20.0,-595.5802931835425,117.35960669795288,849.6866837528191,697.4196567195733
387,387.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.8,1.0,0.9,50.0,-265.35931480780397,190.19516550018875,1256.3514344681432,5129.102871005686
388,388.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.4,0.9,0.9,0.9,50.0,250.78800407387115,190.19516550018875,905.6296037528191,2458.11310616342
389,389.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.5,1.0,0.7,0.9,60.0,530.6609046972474,190.19516550018875,885.863580696637,2903.2780669704653
390,390.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.9,30.0,-1200.8373693317315,56.00568523776178,1222.2411475745146,1538.2100958016053
391,391.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.6,1.0,0.7,0.9,45.0,-155.12677464737544,190.19516550018875,978.7879806966371,3348.44302777751
392,392.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.8,0.8,0.7,1.0,40.0,-187.7222984030804,190.19516550018875,764.8735806966372,4314.04553416218
393,393.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.7,0.7,1.0,25.0,-1009.1208723417724,56.00568523776178,704.3785806966371,1559.0351370599183
394,394.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.7,0.7,0.8,1.0,55.0,303.6789295301591,190.19516550018875,1041.3781475745143,3868.8805733551358
395,395.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,0.9,1.0,1.0,20.0,-1512.432156846566,56.00568523776178,1400.478394468143,1423.9566646122394
396,396.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7,0.9,1.0,40.0,-476.98097735946635,190.19516550018875,1223.939291021329,3423.7156125480915
397,397.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,0.9,1.0,35.0,-585.1112640786149,190.19516550018875,1223.939291021329,2978.5506517410463
398,398.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.9,1.0,50.0,-345.18723429540336,190.19516550018875,1299.480291021329,4314.04553416218
399,399.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9,1.0,1.0,1.0,30.0,-1235.871178811916,56.00568523776178,1377.341434468143,1423.9566646122394
400,400.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.8,0.8,0.9,20.0,-1267.6208076415667,56.00568523776178,1176.2126675745146,1538.2100958016053
401,401.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.9,1.0,0.9,30.0,-869.3859876272716,116.63605138586409,1316.8464344681431,1712.7727904674457
402,402.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,0.8,0.8,1.0,35.0,-664.2822021533366,112.62482154714556,925.372092224728,2204.146363080249
403,403.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.6,0.8,1.0,0.9,40.0,-248.2185379848864,190.19516550018875,1256.3514344681432,3348.44302777751
404,404.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.6,0.9,1.0,0.9,20.0,-1074.2928471424666,56.00568523776178,1316.8464344681431,997.8962060108895
405,405.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,0.9,0.7,1.0,25.0,-1160.4794588245006,56.00568523776178,1168.7609641277006,1288.8781921645602
406,406.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.6,0.7,0.9,1.0,50.0,298.05862769209773,190.19516550018875,849.6866837528191,3423.7156125480915
407,407.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.6,0.7,0.7,1.0,55.0,398.70120395216964,190.19516550018875,1029.1860841277005,3423.7156125480915
408,408.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.8,1.0,1.0,25.0,-1036.4312320628474,56.00568523776178,959.6046352809101,1559.0351370599183
409,409.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2,0.8,0.9,0.9,30.0,-264.98583487922633,190.19516550018875,1299.480291021329,1567.7831845493306
410,410.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3,0.8,0.9,1.0,20.0,-793.1019340843892,140.5888252081979,1253.4518110213291,1502.8617524025005
411,411.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.1,1.0,1.0,1.0,25.0,-314.37332171657533,190.19516550018875,1156.7151152809101,1197.8908085128685
412,412.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.2,0.9,0.9,1.0,40.0,117.69490218805365,190.19516550018875,1239.607291021329,1643.0557693199135
413,413.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,0.9,0.7,1.0,55.0,-181.1834562371311,190.19516550018875,1168.7609641277006,4759.210494969224
414,414.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.8,1.0,1.0,1.0,40.0,-612.0230979207432,134.80862943572555,1006.2551152809101,2994.58195326567
415,415.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.8,0.7,0.7,1.0,25.0,-712.5646614206399,56.00568523776178,704.3785806966371,1288.8781921645602
416,416.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.9,0.8,0.7,0.9,30.0,-676.6710065934675,76.65202721380695,764.8735806966372,1826.4454375241146
417,417.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,1.0,0.7,0.9,50.0,447.6252585952784,190.19516550018875,1036.323580696637,1122.6182237422863
418,418.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.7,0.8,0.9,1.0,20.0,-923.4431240510088,56.00568523776178,919.474123752819,1153.7997197168813
419,419.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.5,0.9,0.7,0.9,20.0,-797.5627585438835,56.00568523776178,960.7825806966371,862.8177335632103
420,420.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.9,0.7,0.8,1.0,25.0,-859.9015728667395,56.00568523776178,809.556172224728,1423.9566646122394
421,421.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,0.8,0.7,0.9,55.0,250.50619649458145,190.19516550018875,1145.0020041277005,3793.6079885845534
422,422.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3,0.9,0.8,0.9,40.0,30.9942966921417,190.19516550018875,1246.0001075745145,2012.9481453563756
423,423.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.2,0.9,0.7,1.0,40.0,-10.841488709894174,190.19516550018875,1085.1290041277005,1643.0557693199135
424,424.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.1,0.8,0.8,0.9,25.0,-128.72968005876817,190.19516550018875,879.3436122247281,1122.6182237422863
425,425.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.5,0.9,0.9,1.0,20.0,-924.2979171003109,56.00568523776178,905.6296037528191,883.6427748215232
426,426.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.1,0.9,0.7,0.9,40.0,95.69899884882808,190.19516550018875,1085.1290041277005,1122.6182237422863
427,427.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1,0.9,0.8,1.0,50.0,337.4692541540317,190.19516550018875,1246.0001075745145,1197.8908085128685
428,428.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.7,0.7,0.9,0.9,25.0,-846.6395746090025,56.00568523776178,784.6396037528191,1132.9746784585684
429,429.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3,1.0,0.8,0.9,40.0,-117.22598507658756,190.19516550018875,1076.4540922247281,2012.9481453563756
430,430.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.2,0.7,0.7,0.9,45.0,250.92797046096945,190.19516550018875,964.1390041277003,1567.7831845493306
431,431.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3,0.9,0.9,1.0,40.0,-28.038299460557027,190.19516550018875,1323.239251021329,2088.2207301269577
432,432.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.7,1.0,0.9,0.9,55.0,108.8655281065486,190.19516550018875,1393.0266910213288,3793.6079885845534
433,433.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.5,0.8,1.0,1.0,45.0,-72.76862376631202,190.19516550018875,959.6046352809101,2978.5506517410463
434,434.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9,1.0,0.9,40.0,-863.0082074260663,76.65202721380695,1081.17411528091,2001.141100655618
435,435.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.9,0.9,1.0,55.0,252.99617421047574,190.19516550018875,1375.0212910213293,2088.2207301269577
436,436.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,55.0,105.21779243482567,190.19516550018875,1527.801434468143,3423.7156125480915
437,437.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.3,0.8,0.8,0.9,60.0,928.3737458145607,190.19516550018875,879.3436122247281,2012.9481453563756
438,438.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.9,0.9,1.0,40.0,-372.7865262220225,190.19516550018875,1375.0212910213293,2533.3856909340016
439,439.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.8,0.9,0.8,0.9,20.0,-1156.5324246146627,56.00568523776178,949.1310522247281,1268.0531509062475
440,440.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.6,0.9,0.7,1.0,50.0,193.11334644959294,190.19516550018875,1085.1290041277005,3423.7156125480915
441,441.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.1,0.8,0.7,0.9,35.0,299.96094201189976,190.19516550018875,764.8735806966372,1122.6182237422863
442,442.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.9,1.0,0.8,0.9,45.0,-392.6681360780842,190.19516550018875,1315.7875475745145,4683.937910198643
443,443.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.1,0.8,1.0,0.9,50.0,675.9386236416719,190.19516550018875,1005.6331152809101,1122.6182237422863
444,444.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.7,0.9,0.9,1.0,60.0,478.69819597956,190.19516550018875,989.261563752819,3868.8805733551358
445,445.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1,0.8,0.9,1.0,35.0,-198.16473143172004,190.19516550018875,1253.4518110213291,1197.8908085128685
446,446.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.1,0.8,0.8,0.9,45.0,362.99288447710086,190.19516550018875,879.3436122247281,1122.6182237422863
447,447.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3,0.8,0.9,0.9,30.0,-358.0869164793718,190.19516550018875,1299.480291021329,2012.9481453563756
448,448.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.7,1.0,0.9,0.9,20.0,-1133.6940803279247,56.00568523776178,1300.102291021329,1132.9746784585684
449,449.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.2,0.9,1.0,0.9,25.0,-500.20018229552437,190.19516550018875,1400.478394468143,1567.7831845493306
450,450.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.4,1.0,0.9,0.9,35.0,-362.1620938621955,190.19516550018875,1450.5622910213292,2458.11310616342
451,451.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.5,0.9,0.7,0.9,20.0,-797.5627585438835,56.00568523776178,960.7825806966371,862.8177335632103
452,452.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.3,0.8,0.9,0.9,45.0,370.461859275977,190.19516550018875,919.474123752819,2012.9481453563756
453,453.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.7,0.9,0.7,0.9,55.0,203.66007558395808,190.19516550018875,825.3685806966371,3793.6079885845534
454,454.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.3,0.9,0.7,0.9,35.0,-191.27189239085067,190.19516550018875,909.000540696637,2012.9481453563756
455,455.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.4,1.0,0.8,0.9,55.0,489.49551517347743,190.19516550018875,1222.8631475745144,2458.11310616342
456,456.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.3,0.8,1.0,1.0,40.0,16.01532400969531,190.19516550018875,1256.3514344681432,2088.2207301269577
457,457.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.8,0.9,1.0,0.9,30.0,-778.7798620830195,97.7210875047205,1029.39207528091,2093.840823790098
458,458.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.2,0.7,0.9,0.9,55.0,682.027215351958,190.19516550018875,784.6396037528191,1567.7831845493306
459,459.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.2,1.0,0.7,0.9,60.0,806.6664324512511,190.19516550018875,885.863580696637,1567.7831845493306
460,460.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.3,0.7,1.0,1.0,50.0,522.2578966581095,190.19516550018875,930.09211528091,2088.2207301269577
461,461.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.9,1.0,0.9,60.0,4.474840874961332,190.19516550018875,1400.478394468143,5129.102871005686
462,462.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.1,1.0,1.0,0.9,60.0,941.1462252899547,190.19516550018875,1156.7151152809101,1122.6182237422863
463,463.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.6,1.0,1.0,1.0,35.0,-388.71192371833746,190.19516550018875,1099.17951528091,3423.7156125480915
464,464.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.2,1.0,0.8,0.9,60.0,901.5444270330801,190.19516550018875,1076.4540922247281,1567.7831845493306
465,465.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.2,0.9,0.8,1.0,55.0,570.1514925660687,190.19516550018875,949.1310522247281,1643.0557693199135
