n,ID,VPN,I_SENSI_CAPEX_FACIL ,I_SENSI_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultCAPEXPerfo_palagua,D_CANT_TALADROS_INFILL,D_CANT_TALADROS_WF,D_TIPO_COMPLET_INFILL_WF,D_TIPO_COMPLET_V,D_DLLO_INFILL_B_123,D_DLLO_INFILL_B_456,D_DLLO_INFILL_B_7,D_DLLO_INFILL_B_CAIPAL,D_DLLO_INFILL_B_89,D_DLLO_PILOTO,D_CAPEX_FACILIDADES,VOL_TEC_TOTAL_OIL,VOL_TEC_INCREMENTAL,VOL_TEC_TOTAL_GAS,VOL_TEC_TOTAL_WATER,D_DLLO_IAV_456,D_DLLO_IAV_7,D_DLLO_IAV_123,D_DLLO_WF_CAIPAL,D_DLLO_WF_456,D_DLLO_WF_7,D_DLLO_WF_123,D_DLLO_WF_89,EFI_55,Lif_Cost_55,Dev_Cost_55,Vol_tol_le_55,Total_capex,Total_opex
297,297,-209682.3475,0.8,0.8,0.7,50,0.9,2,1,0,0,1,1,1,0,1,1,0,79.84196517180179,61.941050601251106,29.594007876381003,865.6665774600979,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.5589,25.3983,56894.21075963747,1500.1844702645,1534.5777367
298,298,-17643.2237,0.9,1.0,0.6,55,0.9,2,1,0,0,1,1,1,0,1,1,0,75.9362893660751,53.30397363245382,30.41232744869329,625.4511526226794,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1622260757246832,12.5783,19.6353,52975.06453089729,1084.9434556019,1309.8289315
299,299,-458118.0601,0.9,1.0,0.8,30,0.9,2,1,0,0,1,1,1,0,1,1,0,91.98395876438437,72.26658016597176,37.84533892415091,1235.0210008279635,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.3508,24.5813,57711.85277678635,1490.4045126919,1578.5415238
300,300,-361526.7312,0.8,1.0,0.9,20,1.0,2,1,0,0,1,1,1,0,1,1,0,62.2709662519833,42.77572980406971,28.55410428918187,704.1890821664654,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.2995,23.7828,30423.71958092669,764.3574524636,1414.8953836
301,301,-303494.5271,0.9,0.8,1.0,25,0.9,2,1,0,0,1,1,1,0,1,1,0,53.63002556951031,36.4537738018325,28.514826863144705,682.9905940557863,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.001,24.7242,28662.528167513767,751.6222067874,1051.8266346
302,302,-619172.0294,1.0,0.7,0.5,25,0.9,2,1,0,0,1,1,1,0,1,1,0,93.13458478850106,73.87017319900815,38.64612853030915,1232.2446278365383,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.3242,26.5901,60487.48323086966,1691.6993188903,1412.9417952
303,303,-151871.9838,0.9,0.8,0.7,35,1.0,2,1,0,0,1,1,1,0,1,1,0,55.8094010155332,36.43824494062824,33.10899088248869,968.1126892260163,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.1105,17.7805,33277.91142513545,636.8280660854,1122.8807447
304,304,-241139.9705,0.7,0.7,0.7,45,0.9,2,1,0,0,1,1,1,0,1,1,0,76.93573225599013,58.01984586295448,28.051175480842467,623.2949242139963,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.2037,26.1467,51253.11257445118,1391.8802158457,1500.1156108
305,305,-376596.8167,1.0,1.0,0.6,20,0.9,2,1,0,0,1,1,1,0,1,1,0,67.70150427637219,47.066291728126814,26.788060872280205,661.6610619222492,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.9128,22.2685,37364.103424431676,872.8641240109,1277.2148314
306,306,-374843.9569,0.9,0.9,0.1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,81.28673399515799,61.08529592520625,31.26248467462366,758.9000990766936,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.6065,24.5749,58654.93735144303,1498.6707967366,1115.7149614
307,307,-272436.7696,0.8,0.7,0.7,30,0.9,2,1,0,0,1,1,1,0,1,1,0,69.66014527725845,48.889900722420776,31.75986709915614,852.3459370712794,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.8407,22.55,39990.88782523549,949.6731781865,1222.5466239
308,308,-380165.6866,0.8,1.0,1.0,40,0.9,2,1,0,0,1,1,1,0,1,1,0,74.4820797189224,58.445935515706594,34.79908744291464,1069.0858718093505,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.3867,31.4712,43258.373078939025,1438.0442869494,1705.5770066
309,309,-194202.1454,0.8,1.0,1.0,45,0.9,2,1,0,0,1,1,1,0,1,1,0,84.13252307552143,65.98608051254143,35.90391399096303,1218.301902291055,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.9344,22.345,56936.90220698049,1336.7883771291,1560.4491692
310,310,-186373.746,0.7,1.0,0.3,35,0.9,2,1,0,0,1,1,1,0,1,1,0,73.82794030461325,56.3230905005782,30.059407608154153,736.6497494231204,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.8923,18.0756,53408.531157929225,1007.2206786486,1159.5875369
311,311,-187879.0639,0.7,0.9,0.9,45,0.9,2,1,0,0,1,1,1,0,1,1,0,62.92248932154344,43.54301082987216,30.00918019662672,868.3428229735096,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.9971,27.657,33901.57226118125,988.2626428665,1440.2891055
312,312,-568068.9199,0.8,1.0,0.6,20,0.9,2,1,0,0,1,1,1,0,1,1,0,83.04253740909333,65.48958450663766,32.68317307635854,871.7778308147105,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.8228,27.1147,45178.76203390465,1281.2792198718,1461.2785601
313,313,-254266.5366,1.0,0.7,0.3,35,1.0,2,1,0,0,1,1,1,0,1,1,0,76.84375480193798,57.11137588695209,33.61739975546141,896.3335754946659,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.3661,20.3281,53088.5244743736,1131.3956782378,1336.0826049
314,314,-87432.8246,1.0,0.8,0.7,50,0.9,2,1,0,0,1,1,1,0,1,1,0,91.46470016651355,70.63653071860627,37.31500753029157,1068.532948679356,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04435236188633401,13.5809,17.2643,73108.25448600171,1324.8845696866,1510.0043192
315,315,-206055.5916,0.7,0.7,1.0,55,0.9,2,1,0,0,1,1,1,0,1,1,0,86.73289791459885,66.83514075422494,34.75656972796467,868.1087659494572,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,16.7715,22.407,69073.27196359757,1618.0258304659,1678.6702924
316,316,87941.6111,0.7,0.9,0.6,60,1.0,2,1,0,0,1,1,1,0,1,1,0,43.67713039177151,20.977916599961965,23.985993543107003,588.2453827115405,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6969041983431771,7.8051,17.0506,18217.330581857655,335.7329281239,1041.1137589
317,317,36470.5804,1.0,0.9,0.7,50,1.0,2,1,0,0,1,1,1,0,1,1,0,56.812320458455524,34.39024713271018,33.534717815346305,909.1081892622936,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3540717641503351,10.606,13.9692,34443.5511330286,519.5162436381,1088.1085554
318,318,-444784.5334,0.7,0.8,0.5,35,0.9,2,1,0,0,1,1,1,0,1,1,0,90.31015941657225,72.60069070033676,37.05569082679572,1234.6757674871506,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0136,24.9066,64695.58099448234,1690.5568161281,1421.4979791
319,319,-599522.4226,0.8,0.7,0.5,20,0.9,2,1,0,0,1,1,1,0,1,1,0,72.68145693179972,54.84859944894507,32.35130973848858,839.740422320304,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.3222,29.4493,41714.713463174754,1291.2886569119,1235.9317161
320,320,-302520.2096,1.0,1.0,0.2,40,0.9,2,1,0,0,1,1,1,0,1,1,0,84.57784132129217,64.27728051996101,33.2650345451806,757.996888474447,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0012,23.2491,63734.096915607675,1543.7371153014,1185.6987217
321,321,-163803.9804,0.7,1.0,0.9,25,0.9,2,1,0,0,1,1,1,0,1,1,0,47.929643160535264,26.68608800896347,27.95764188605046,656.2395795366429,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.5255,17.5277,23516.519808265268,443.6540005546,908.5689001
322,322,-359876.6626,0.9,0.9,0.5,30,1.0,2,1,0,0,1,1,1,0,1,1,0,64.82028202372807,45.540926352255816,32.35578593133844,808.4544861516852,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.6563,25.2121,37903.913610410375,1009.3396105687,1260.5506706
323,323,-346450.5013,0.9,0.9,0.4,30,1.0,2,1,0,0,1,1,1,0,1,1,0,83.2254569264762,59.114735399467804,34.59113119954731,874.5811353195652,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.6907,21.777,51925.165629911935,1183.885774568,1413.901336
324,324,-177607.3735,0.7,1.0,0.9,25,1.0,2,1,0,0,1,1,1,0,1,1,0,45.29600684213714,26.75297403769683,26.769333494950267,659.2817978419516,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.6603,17.0329,23502.516388564203,429.8510148893,1076.3573903
325,325,-248211.3642,0.8,0.7,0.7,40,0.9,2,1,0,0,1,1,1,0,1,1,0,73.88472538286084,55.11089887210417,30.954198815068885,834.375020948846,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.6567,24.3513,47940.23099655192,1220.4243627941,1325.7891642
326,326,-155408.6644,0.9,0.7,0.2,25,1.0,2,1,0,0,1,1,1,0,1,1,0,46.29563272549042,27.52635847192877,26.605233089461393,633.1846941730357,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.3442,15.7565,24175.862461503566,408.8475811595,1034.7787954
327,327,-97197.2327,0.7,1.0,0.5,40,1.0,2,1,0,0,1,1,1,0,1,1,0,59.91995010136819,39.18535779875826,35.39336877585954,1131.2824282290478,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.9432,16.8118,36953.14359997398,671.3779625209,1142.5593589
328,328,22568.4468,0.7,0.9,0.4,60,0.9,2,1,0,0,1,1,1,0,1,1,0,49.86631152193822,33.80600560158351,25.130197710041095,789.5133661112916,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.26526783150278155,12.5618,20.1756,33323.611285950596,711.2570820578,998.6165301
329,329,102957.0136,1.0,0.9,0.7,55,0.9,2,1,0,0,1,1,1,0,1,1,0,81.8162976774949,62.876768960310145,30.29339381320722,838.609284925179,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4721987215695254,11.5508,15.3467,62521.791062663746,997.2441898292,1333.0213998
330,330,-121113.444,0.9,1.0,0.8,45,1.0,2,1,0,0,1,1,1,0,1,1,0,73.25600179223511,55.3295730439571,31.694848852353633,878.4257871540701,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.1669,20.0659,50904.06472950714,1070.8132954845,1385.8677437
331,331,-262643.1525,0.7,0.7,1.0,25,0.9,2,1,0,0,1,1,1,0,1,1,0,57.453366665724594,38.739813586283326,30.57821764755308,848.0768769611701,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.8133,21.1004,31457.082933696332,704.4270651544,1058.652371
332,332,-367844.9457,0.7,0.9,1.0,30,0.9,2,1,0,0,1,1,1,0,1,1,0,73.12809566588078,52.228816427007665,25.292396980106705,510.63390017250583,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7968,26.6794,39817.885541694006,1105.568709451,1715.7414768
333,333,-226881.6981,0.8,0.8,0.7,40,1.0,2,1,0,0,1,1,1,0,1,1,0,92.75860058264308,71.08145991539477,38.138609174108254,1067.8698133339044,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.1764,20.5669,61426.1951340849,1324.7515832985,1688.6407545
334,334,-312168.7693,0.8,0.9,0.7,45,0.9,2,1,0,0,1,1,1,0,1,1,0,84.61617557828956,67.1430068965599,33.78362768368628,871.187411883293,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.573,25.7903,60323.06507242211,1622.0389641214,1512.063668
335,335,-63002.8727,0.7,0.9,0.8,60,1.0,2,1,0,0,1,1,1,0,1,1,0,67.53695680864337,49.45498986377145,29.17058017044068,727.6769579662807,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0514034264247664,14.069,24.5302,45469.98739326772,1166.7013894324,1527.0190457
336,336,-34720.3608,0.8,1.0,0.1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,46.47245707450679,25.64884633250913,27.24901944382796,651.617328600059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.3027,15.7658,23885.324915125195,406.5504973598,1015.1073406
337,337,-283461.7859,0.7,0.8,0.2,40,0.9,2,1,0,0,1,1,1,0,1,1,0,69.06072958177378,48.56250344415009,34.50832097202839,889.5355154316882,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.2754,23.9843,48368.78216127869,1230.4802312275,1107.1932595
338,338,-100534.6096,1.0,0.7,0.4,45,0.9,2,1,0,0,1,1,1,0,1,1,0,83.75572159491121,66.17173146296105,36.0276998432331,1052.4559098210502,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.3523,17.3664,65260.24046032876,1191.572630569,1270.5140186
339,339,-103673.729,0.8,1.0,0.1,55,1.0,2,1,0,0,1,1,1,0,1,1,0,80.3399576114299,63.85085519573468,31.33755689521279,760.8127804942571,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.008674511039143788,10.2559,23.3081,63462.31516868016,1539.3749358446,1310.7544025
340,340,23240.1901,0.8,0.8,0.4,55,1.0,2,1,0,0,1,1,1,0,1,1,0,69.69525298712921,53.367005370157614,33.44004802578905,1023.7572597847449,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.26261264612972474,12.6219,16.9789,52869.8122135538,950.1522578445,1317.1008906
341,341,-128420.6893,1.0,0.8,0.5,35,0.9,2,1,0,0,1,1,1,0,1,1,0,66.53524674369164,48.67990735898057,34.61054767107078,1157.5851956437994,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.8431,16.3473,44456.19823892985,774.6126750486,1056.3236018
342,342,-465903.9939,0.7,1.0,0.6,25,0.9,2,1,0,0,1,1,1,0,1,1,0,70.56241349034082,49.92946742935598,29.51794036863915,829.1833803583821,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.8208,28.2307,39438.28893600438,1165.6033123538,1278.3202183
343,343,-258332.085,1.0,0.7,0.1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,71.10138201089944,48.331235718570966,35.40500823071233,1005.810974877828,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.2634,22.2842,44231.875825393545,1045.865079595,1042.0230097
344,344,-236327.0504,0.9,0.8,0.4,30,0.9,2,1,0,0,1,1,1,0,1,1,0,77.64730913230318,58.20951554753137,32.66050476944769,882.4147514930428,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.3477,17.5503,54357.38060021669,996.4603643412,1121.4652407
345,345,-107129.7873,0.7,1.0,0.4,45,1.0,2,1,0,0,1,1,1,0,1,1,0,74.75477835052764,56.50535541965086,30.51884023732177,736.4884095463027,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.7693,19.6178,54049.207589460384,1107.6955257482,1391.421968
346,346,-21184.7597,0.9,0.8,0.1,45,0.9,2,1,0,0,1,1,1,0,1,1,0,59.3460035657025,33.12136655401578,34.27229826870759,815.7829163020206,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.12944867932554371,6.5949,16.671,30115.471913236375,543.5721946327,904.5484667
347,347,46197.6796,0.8,0.9,0.5,60,1.0,2,1,0,0,1,1,1,0,1,1,0,90.98927092927039,67.92547936292783,36.99364550710806,919.5982260421604,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.29361546320619664,12.1818,19.1766,68210.95526365371,1369.7831254781,1550.4346599
348,348,-477557.2049,0.8,1.0,0.9,20,0.9,2,1,0,0,1,1,1,0,1,1,0,77.10838915325512,58.77602257754796,34.99629852037387,1036.9357649873514,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0787,23.7527,42831.28008124389,1074.5761287701,1382.4313931
349,349,-351382.4941,1.0,1.0,0.8,25,1.0,2,1,0,0,1,1,1,0,1,1,0,64.64879269076027,45.190744562187135,24.955441826792892,663.1679586230604,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.5518,23.3712,35523.08308928434,868.272909121,1571.9721339
350,350,-18892.5239,1.0,0.7,0.3,50,1.0,2,1,0,0,1,1,1,0,1,1,0,70.00131285563629,49.10875761980764,28.469153036119188,658.7133820918749,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.13588543488866603,10.1226,19.1217,47583.00050472148,950.6573883956,1289.4362751
351,351,-634937.5665,0.9,0.9,0.6,20,1.0,2,1,0,0,1,1,1,0,1,1,0,78.69921798480178,59.909716742442896,34.590488358043444,1044.5115499474866,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.08,30.5657,42943.60830771508,1382.9673697107,1489.8399381
352,352,-86926.7636,0.7,1.0,0.1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,65.0473321327961,46.741199993280475,30.366643425264673,849.025051529976,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.8174,21.5447,44917.03878344634,1018.1366975175,1192.552538
353,353,-262168.1822,1.0,1.0,0.9,40,0.9,2,1,0,0,1,1,1,0,1,1,0,76.32403517053041,58.36554378234104,27.531623033392453,719.8490474829529,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.1485,24.9632,47350.314723833486,1227.4833522525,1653.1593043
354,354,-131796.8217,1.0,0.9,0.8,30,1.0,2,1,0,0,1,1,1,0,1,1,0,45.17789085204952,28.151292248135135,25.89655007734458,764.136769336084,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.6721,17.1109,24284.720763317884,445.7923313686,1094.4969325
355,355,44111.2629,0.8,0.7,0.3,55,1.0,2,1,0,0,1,1,1,0,1,1,0,56.90976339989966,36.88588407769856,33.68684524285076,967.694391930185,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.37503621834725714,11.8701,14.9104,36825.26830341944,592.0946595384,1114.1299861
356,356,-363132.1006,0.8,0.7,0.8,35,1.0,2,1,0,0,1,1,1,0,1,1,0,81.94625600411703,62.10144449813035,30.728843286309562,861.8112981051308,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.2628,24.4592,51305.700844356914,1304.4831332915,1768.8845102
357,357,-238819.7299,0.8,0.7,0.2,40,1.0,2,1,0,0,1,1,1,0,1,1,0,63.180054599517334,43.5435889214741,31.00665083825784,811.8335510149477,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.8463,24.1079,39786.97143451053,1011.4971137651,1207.7572512
358,358,-118064.8322,0.9,0.8,0.7,60,1.0,2,1,0,0,1,1,1,0,1,1,0,87.15643151532774,69.46616582391134,35.17196501590827,1070.8381634284947,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.02279317666815278,16.4564,21.8778,72300.81175751478,1657.9314961202,1710.6635071
359,359,-152026.3405,0.8,0.9,0.9,50,1.0,2,1,0,0,1,1,1,0,1,1,0,72.46195966945226,51.90481548975918,29.94108093497743,704.2052417112419,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.2098,25.1254,45516.41292470471,1195.1427712866,1592.1731155
360,360,-170855.7786,0.7,0.9,0.4,30,1.0,2,1,0,0,1,1,1,0,1,1,0,54.303525317177616,35.08671906820652,32.03597417634587,969.1332064306049,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.8431,16.8507,30956.313930492237,560.4834119372,1117.7903131
361,361,-678631.6027,0.7,0.8,0.9,20,0.9,2,1,0,0,1,1,1,0,1,1,0,83.05562024254556,63.96561719395942,32.50424455149425,897.0605093518589,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.214,32.2696,44886.7839532241,1516.2416005852,1632.6150012
362,362,-291721.9987,0.8,1.0,0.7,20,0.9,2,1,0,0,1,1,1,0,1,1,0,55.999239742366896,37.754783919219506,33.44747933916026,968.3885410417556,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.6413,17.7715,33373.979951771216,637.3778021674,956.7898563
363,363,49598.1684,0.8,0.8,0.7,60,1.0,2,1,0,0,1,1,1,0,1,1,0,65.99971194827748,47.73467948098795,28.81303415193282,819.6743179109513,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3284865926710998,12.3872,20.0636,44228.26181351061,930.6695121181,1409.1033729
364,364,-32651.5164,1.0,0.9,0.3,50,0.9,2,1,0,0,1,1,1,0,1,1,0,53.55093015582696,38.27774783313264,28.873561407711456,822.1550376044439,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.09107737420125499,10.7869,18.443,37495.47326216435,735.2398649319,976.0839051
365,365,70819.7102,0.9,0.7,0.7,60,1.0,2,1,0,0,1,1,1,0,1,1,0,92.9104867276332,73.6979882693128,31.193849785483028,835.9162625393145,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.32063157946120246,11.2877,19.7964,70968.44309435616,1452.4466204948,1667.5665956
366,366,-401444.1452,0.8,1.0,0.3,20,0.9,2,1,0,0,1,1,1,0,1,1,0,65.52514082515091,43.95030159686023,35.20860207116338,989.6543157676739,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.9194,20.9857,39193.190643227834,876.8264983395,1014.7568985
367,367,-264861.5144,0.8,0.7,0.5,45,1.0,2,1,0,0,1,1,1,0,1,1,0,79.79159742435728,60.88081795674104,33.21955270598017,854.5395466900235,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0857,25.0233,55518.388028652524,1450.6098067071,1486.5332893
368,368,-420580.1019,0.8,1.0,0.6,30,0.9,2,1,0,0,1,1,1,0,1,1,0,87.14670670130346,66.90832706569122,34.684780153286816,1050.415708743086,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.7009,23.4075,56886.10660759818,1392.5684499334,1453.6788497
369,369,-414625.0746,1.0,0.8,0.7,25,1.0,2,1,0,0,1,1,1,0,1,1,0,51.04177650875757,34.0709298498402,25.513671895806887,805.7395729399914,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.448,31.0756,26806.9420605626,881.1706827814,1340.9740378
370,370,40969.6871,0.9,1.0,0.1,55,1.0,2,1,0,0,1,1,1,0,1,1,0,57.823945764203394,36.782829752923405,26.696991342487678,655.3493543259773,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3078325861434447,8.4139,19.3173,34919.53339856893,710.1867749986,1125.6325768
371,371,-463553.0887,0.7,0.9,0.4,35,1.0,2,1,0,0,1,1,1,0,1,1,0,87.42635006592934,70.17904470274013,35.344173890341004,1071.8730274117045,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.8483,25.4714,62233.99078019424,1659.2149176523,1540.9406772
372,372,-42022.0165,0.9,0.9,0.8,45,0.9,2,1,0,0,1,1,1,0,1,1,0,50.81074192387601,31.207238282870215,29.93557537007758,825.1258397977064,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.027778014831500553,10.606,16.4407,30794.59186336626,545.0451665582,931.1713077
373,373,-158244.7202,0.8,0.8,0.1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,42.10098897487157,23.262144542429528,23.94459010595287,521.3510857483643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.9007,14.6328,22272.989443650695,349.8483740013,836.6607309
374,374,-505307.4388,0.7,1.0,0.9,25,1.0,2,1,0,0,1,1,1,0,1,1,0,74.02709908672875,53.65386850968662,31.608986821951554,870.1785519580382,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.6686,30.6852,38564.359350756364,1242.9489100547,1596.4246877
375,375,-603677.0497,0.8,0.9,0.6,20,1.0,2,1,0,0,1,1,1,0,1,1,0,103.96728831965743,85.04467094930166,37.942172255102896,1072.5221039169207,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.3282,20.2289,69692.33096286966,1472.6281204266,1628.6296787
376,376,-660012.2054,0.8,0.8,1.0,20,1.0,2,1,0,0,1,1,1,0,1,1,0,89.08812366945492,70.53066102614503,36.29945171066863,1071.127982774646,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.7807,28.3392,48774.75807585032,1453.6396421563,1869.3106163
377,377,66613.993,0.8,1.0,0.5,60,1.0,2,1,0,0,1,1,1,0,1,1,0,58.46790798196031,38.950073273327135,34.682239942314325,1130.043305757962,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.4423695692698616,12.3076,15.6383,39319.403410227336,664.7030572417,1142.4134154
378,378,-505816.2114,0.9,1.0,0.3,20,0.9,2,1,0,0,1,1,1,0,1,1,0,88.0502921618228,66.3312978229649,35.18617034232186,922.5851523766876,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.9048,21.5001,55308.96556024574,1244.9616106827,1262.0866055
379,379,-458094.2386,0.7,0.9,0.2,20,0.9,2,1,0,0,1,1,1,0,1,1,0,65.869703486315,46.58557048034376,30.755445398977354,847.5821094950345,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.9145,24.6703,39098.892696811476,1016.2303908671,1047.7966337
380,380,94205.7208,0.8,0.8,0.6,60,0.9,2,1,0,0,1,1,1,0,1,1,0,42.596791142231716,23.92158914741316,23.87850048237814,690.1156990061268,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7358031669273816,11.5724,14.704,23658.70200193015,373.8040806661,896.4800159
381,381,-274003.7702,0.9,0.7,0.5,45,0.9,2,1,0,0,1,1,1,0,1,1,0,82.99526457971122,62.82320904175369,32.17828144709707,758.9304492804018,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.7066,25.3145,58466.4535100354,1538.6542594673,1376.4435864
382,382,-116156.6283,0.8,0.7,0.2,55,0.9,2,1,0,0,1,1,1,0,1,1,0,90.00356703209826,70.03697732562988,36.53437809185329,1069.2779940787289,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.017033037076227147,10.0505,21.972,71918.64527455837,1657.1972684485,1239.0481018
383,383,-167212.7987,0.8,1.0,0.2,30,1.0,2,1,0,0,1,1,1,0,1,1,0,46.268652768396265,28.037837671768163,27.223043541465422,798.7013794945628,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.3471,18.2519,25217.62558297182,493.505279064,1061.0827694
384,384,88603.2087,0.9,0.9,0.8,60,0.9,2,1,0,0,1,1,1,0,1,1,0,76.79679921800022,60.642124408783076,28.915618032224184,729.9906850740132,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.39135735046272746,10.8001,19.3794,57532.9044710724,1157.7074162118,1352.5723336
