n,ID,VPN,I_SENSI_CAPEX_FACIL ,I_SENSI_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultCAPEXPerfo_palagua,D_CANT_TALADROS_INFILL,D_CANT_TALADROS_WF,D_TIPO_COMPLET_INFILL_WF,D_TIPO_COMPLET_V,D_DLLO_INFILL_B_123,D_DLLO_INFILL_B_456,D_DLLO_INFILL_B_7,D_DLLO_INFILL_B_CAIPAL,D_DLLO_INFILL_B_89,D_DLLO_PILOTO,D_CAPEX_FACILIDADES,VOL_TEC_TOTAL_OIL,VOL_TEC_INCREMENTAL,VOL_TEC_TOTAL_GAS,VOL_TEC_TOTAL_WATER,D_DLLO_IAV_456,D_DLLO_IAV_7,D_DLLO_IAV_123,D_DLLO_WF_CAIPAL,D_DLLO_WF_456,D_DLLO_WF_7,D_DLLO_WF_123,D_DLLO_WF_89,EFI_55,Lif_Cost_55,Dev_Cost_55,Vol_tol_le_55,Total_capex,Total_opex
209,209,1660.2007,0.7,0.9,0.1,55,1.0,2,1,0,0,1,1,1,0,1,1,0,52.930653529896475,35.38157915419024,31.424604133143546,971.1438086204463,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.20888368358767764,12.8037,16.9745,34868.72279999553,636.4582433356,1109.5725395
210,210,-56297.5892,0.8,0.8,0.7,45,1.0,2,1,0,0,1,1,1,0,1,1,0,93.26781493256132,76.65441114411144,35.58799025941451,1057.8839333091723,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07004486308983966,9.9934,16.3251,71023.75395594708,1209.9835496381,1583.8810173
211,211,-289142.1197,0.8,0.9,0.5,40,0.9,2,1,0,0,1,1,1,0,1,1,0,81.4637844287021,59.463007656933925,29.924434611139088,788.1644662513104,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.7026,25.1237,54434.561423531435,1420.6985447848,1373.2945266
212,212,-279863.006,0.9,0.9,0.3,20,1.0,2,1,0,0,1,1,1,0,1,1,0,54.896716626468574,34.600271157263336,32.13802568187608,968.9980262643417,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0351,18.2108,28705.163334043344,560.3629642068,1114.6881787
213,213,-96887.7754,0.7,0.8,0.7,60,1.0,2,1,0,0,1,1,1,0,1,1,0,56.92761836491792,40.04702165551535,27.513953716133148,721.1731738214417,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.4015,29.6074,34823.49563097961,1087.1393658815,1482.0781027
214,214,47813.4808,0.7,0.8,0.2,55,0.9,2,1,0,0,1,1,1,0,1,1,0,53.75365252024133,35.83275842150757,31.976686657033525,970.0482788116683,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.4133156751602677,12.3616,13.7103,37985.743498908276,560.7746071054,946.7991605
215,215,42857.302,1.0,0.8,0.9,60,0.9,2,1,0,0,1,1,1,0,1,1,0,94.66462454630638,74.94653654592037,39.937818619564574,1067.8089532598108,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.29078925757353674,13.622,18.076,76765.50382224978,1461.3627256569,1581.7423836
216,216,-549209.6332,1.0,1.0,1.0,25,0.9,2,1,0,0,1,1,1,0,1,1,0,63.553565485034895,44.88264069625629,28.0043576044649,844.8455425368151,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.899,42.9327,29031.4945140337,1312.5853676787,1608.9599414
217,217,70986.9538,0.7,1.0,0.7,55,1.0,2,1,0,0,1,1,1,0,1,1,0,46.592413173797695,24.063305780160455,26.03124382436485,614.3271259111885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.592707433898769,8.9226,15.3061,22028.30914092242,363.7680763106,1047.512905
218,218,61172.6151,0.7,1.0,0.1,55,1.0,2,1,0,0,1,1,1,0,1,1,0,41.81487254130133,24.74164305824008,24.773583593296742,655.1054051612163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5213656372563951,11.5384,14.7982,23423.12729002164,373.4344588541,1015.5828437
219,219,-259397.2622,0.7,0.7,0.6,35,1.0,2,1,0,0,1,1,1,0,1,1,0,82.74609433809641,62.8086665191574,33.52403145892867,863.8057799868357,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.4119,20.4471,55935.43593249474,1196.73478087,1422.2970369
220,220,-313673.3626,0.8,0.9,1.0,30,0.9,2,1,0,0,1,1,1,0,1,1,0,66.89530803056971,44.78311325002795,27.19635511321278,587.6771171407092,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.3982,27.7319,32158.945584904002,933.7485347756,1438.4145155
221,221,-243541.8444,0.8,0.7,0.6,30,1.0,2,1,0,0,1,1,1,0,1,1,0,63.26986063980698,43.53156184417726,31.058852431645654,865.9237756857273,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.9139,19.9794,37478.49567010185,790.4486900317,1281.1989633
222,222,-421901.7984,0.7,0.9,0.3,20,1.0,2,1,0,0,1,1,1,0,1,1,0,70.28951803966933,48.71473023988713,29.479553569348145,699.1822216294674,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.3305,21.439,40898.833876861114,920.2548204762,1306.6761369
223,223,-317885.7574,0.9,1.0,0.1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,77.72814992385563,61.39956081124065,28.535659487033065,866.4418154133041,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.154,19.4106,58979.93713369389,1187.9852676173,1137.3094288
224,224,80203.5401,1.0,0.8,1.0,55,1.0,2,1,0,0,1,1,1,0,1,1,0,43.4787900606017,24.523297201490905,24.804649334947914,588.2050024318127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6518292590201704,10.1588,13.967,22464.592198326653,338.0471132284,1056.6544808
225,225,-203579.2201,0.8,0.9,0.7,50,1.0,2,1,0,0,1,1,1,0,1,1,0,82.71187436224511,63.04361300138092,31.186559812539336,862.3038583934278,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.3457,25.3557,56950.65442286086,1501.2213012,1703.3348233
226,226,-401643.3112,0.7,1.0,0.1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,73.12318277861512,52.044413996951974,33.927132292483286,878.8707976591584,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0083,19.1267,49136.47010414758,989.9424467833,1033.090147
227,227,-64438.8958,0.9,0.9,0.7,45,1.0,2,1,0,0,1,1,1,0,1,1,0,58.48419112503862,36.4375227846689,34.27211196363513,965.2234161203535,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.458,16.2377,36396.3318786265,636.9840919504,1121.1702698
228,228,-23087.2359,0.9,1.0,0.1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,71.97435300963943,50.37184515492113,30.36131972064856,722.5200957777656,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.13516138364517616,7.9791,19.3217,49966.80509414032,1010.2772418904,1030.7712373
229,229,-298147.3874,0.9,0.8,0.1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,64.02353870115147,47.802629160388705,29.908922048233382,879.4169795623143,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.2439,20.7791,43171.10324665088,943.3879999255,1205.507743
230,230,-219711.3065,0.9,1.0,0.6,20,0.9,2,1,0,0,1,1,1,0,1,1,0,47.55195301085758,27.772065061005062,26.817032721258173,761.6478435862716,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.5843,17.9187,24679.08638262817,473.4725276941,916.260556
231,231,-142621.7913,0.8,0.7,0.3,30,1.0,2,1,0,0,1,1,1,0,1,1,0,48.37290046539845,28.581337911013918,28.646766148751922,655.0897582079406,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.2721,17.2994,25346.357870142743,471.8228563159,1040.0357449
232,232,-181507.9318,0.8,0.7,1.0,60,1.0,2,1,0,0,1,1,1,0,1,1,0,70.27937137732802,50.69476374471471,33.13563653898154,850.9595096103311,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.529,34.089,40002.14683176285,1435.4794956528,1740.3322897
233,233,-54798.7033,0.7,0.9,0.2,40,0.9,2,1,0,0,1,1,1,0,1,1,0,49.94813725728709,30.430633986044597,29.47059189651791,795.5803977523092,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.4892,15.5321,29610.679389897414,495.5280180149,897.1412889
234,234,-93194.6643,0.7,0.8,0.1,45,0.9,2,1,0,0,1,1,1,0,1,1,0,80.86089638329588,62.828410116587804,29.969186065302438,975.4930045252654,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.7758,18.6132,62522.05595818667,1208.8824549634,1152.3216178
235,235,-2598.8156,1.0,0.9,0.9,60,1.0,2,1,0,0,1,1,1,0,1,1,0,78.0953003402496,60.714576217660735,34.78011749875509,1042.9527302571,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.20917808426079165,15.8467,18.8789,61151.69740850224,1215.4126363359,1598.5664581
236,236,-403483.9946,1.0,0.7,0.6,30,1.0,2,1,0,0,1,1,1,0,1,1,0,77.16830365659055,57.034798823904666,27.530600391816545,718.56694450801,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.4654,24.8479,47417.930750341475,1224.8760852175,1631.9568109
237,237,-231438.4023,1.0,0.8,0.2,20,1.0,2,1,0,0,1,1,1,0,1,1,0,53.77444056084123,33.172077478265884,31.83852713502481,821.2938778421507,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.7182,15.7335,28749.783348641904,485.0164427822,1071.1850122
238,238,-331236.5329,0.8,0.8,0.3,40,1.0,2,1,0,0,1,1,1,0,1,1,0,79.79358424853577,59.16327673978499,37.38313223578596,1064.8783282233578,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.4065,25.8342,52696.90884820736,1438.5085583476,1480.0420784
239,239,75840.3314,0.8,0.8,0.1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,74.63492091093873,56.7653541815999,26.561771428478806,755.9711101251306,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.36076159321851486,8.5211,20.4355,56473.52207540582,1196.5850002469,1098.0135462
240,240,-554442.3511,1.0,0.9,0.5,20,0.9,2,1,0,0,1,1,1,0,1,1,0,83.39989407553848,64.91974851485762,35.423760559155404,1054.8856783877793,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6.8423,25.9734,47993.94024462525,1311.859927582,1320.4148581
241,241,-232241.1533,1.0,1.0,0.7,20,0.9,2,1,0,0,1,1,1,0,1,1,0,49.93634420001607,31.203964399688687,29.48083135378188,825.1269259203453,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.6845,17.3466,27221.24724856426,506.3251906888,928.0496264
242,242,49162.9345,1.0,0.8,1.0,60,1.0,2,1,0,0,1,1,1,0,1,1,0,43.997835123455545,24.822795110117234,24.89872404126192,634.7492410559964,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4068049903976126,10.3446,19.4731,21598.41219547493,452.2930567011,1090.5111302
243,243,-197629.9388,1.0,0.8,1.0,45,0.9,2,1,0,0,1,1,1,0,1,1,0,61.348881898078375,43.85182434444246,24.35765551532336,660.0880197242752,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.1029,27.8962,35248.951693659845,1026.2805460308,1475.6165159
244,244,-53830.2426,0.8,0.7,0.2,50,1.0,2,1,0,0,1,1,1,0,1,1,0,79.22393792886345,56.7935507886628,28.714386199520444,685.8992098616072,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06205806602116114,9.2584,20.6499,55174.30575792215,1182.37951238,1337.5052775
245,245,-290662.092,0.7,1.0,0.5,20,0.9,2,1,0,0,1,1,1,0,1,1,0,57.13675478371589,37.42696524463774,33.856770442808696,967.9889946432804,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.3593,18.2605,32580.573691441583,639.711406865,952.7389257
246,246,-75012.9035,0.7,0.8,0.5,50,1.0,2,1,0,0,1,1,1,0,1,1,0,85.02596802207171,66.60984097434218,33.670387612788176,1053.083059054338,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.03540879027211312,11.6746,19.2874,62894.543164542636,1266.8451313215,1586.8003461
247,247,-537156.0023,0.7,1.0,0.1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,81.02335511218749,63.211858219508755,30.50287879017255,862.9660799499991,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.3156,21.2439,59179.3811618952,1308.3248756191,1134.8205129
248,248,-532519.4414,1.0,0.7,0.1,20,1.0,2,1,0,0,1,1,1,0,1,1,0,77.18121365236004,61.08344259430514,35.68088017260779,1037.7064500987578,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.9183,21.9817,50580.63840016226,1174.8373180408,1289.2075553
249,249,-299176.5773,0.7,0.7,0.6,40,1.0,2,1,0,0,1,1,1,0,1,1,0,81.83206694862025,63.069234358391995,36.717506278906185,1206.5993983332028,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0508,23.7476,56312.737000698944,1409.8056577566,1498.5566105
250,250,13897.3174,1.0,1.0,0.9,60,1.0,2,1,0,0,1,1,1,0,1,1,0,73.56790404246759,55.15442095061239,25.665982234891313,691.7664060416337,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2175927332569032,15.0133,21.2573,48937.32799179626,1077.445652984,1853.5966741
251,251,-208626.249,1.0,1.0,0.9,40,0.9,2,1,0,0,1,1,1,0,1,1,0,70.204625614611,52.20680339645884,30.87875363993709,865.9616085793137,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.4306,23.7362,42231.43325488666,1051.9000028143,1390.0947043
252,252,-357591.3205,0.8,0.7,0.2,30,0.9,2,1,0,0,1,1,1,0,1,1,0,72.90676026264022,52.58634708978832,27.790528913885197,700.4706723229248,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0636,23.5554,50261.909329429516,1232.295366827,1110.8381438
253,253,-49033.6418,1.0,0.7,0.2,45,1.0,2,1,0,0,1,1,1,0,1,1,0,58.33676316749586,38.543274176646335,34.78335101978651,966.7906449342886,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.028418221286648917,11.09,15.5065,38262.45606480589,640.4314006169,1111.1738246
254,254,-555865.2697,0.7,1.0,0.6,25,1.0,2,1,0,0,1,1,1,0,1,1,0,76.59534712840005,59.42365674255126,31.60144593837689,912.1005964147739,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.6147,27.9097,47828.193846973765,1396.215240507,1534.7584555
255,255,-336472.9208,0.9,0.9,0.3,20,0.9,2,1,0,0,1,1,1,0,1,1,0,58.18341462601411,39.00390092283229,22.25348637307481,514.1509131153256,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9441,20.8518,34574.7496586154,753.804187924,1088.4608613
256,256,83951.1835,1.0,0.7,0.5,55,0.9,2,1,0,0,1,1,1,0,1,1,0,46.78363950536343,26.588268037165232,27.6041852738198,649.4932012921929,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6709959704930618,9.7253,13.1223,26264.81468407042,372.1937509236,873.1071538
257,257,-216145.4167,0.7,1.0,1.0,25,1.0,2,1,0,0,1,1,1,0,1,1,0,55.050066521936856,38.16507914383219,33.19906179402757,969.9338322051515,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.1566,16.5013,31888.809642684602,566.4870499916,1129.5519833
258,258,-148240.7102,0.8,0.7,0.2,50,0.9,2,1,0,0,1,1,1,0,1,1,0,59.32559812411692,42.11034826526577,26.05107540276525,671.5238045117413,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.7628,28.3,39426.98516522349,1170.9194013073,1104.9949015
259,259,-64452.3374,0.9,0.9,0.5,55,1.0,2,1,0,0,1,1,1,0,1,1,0,64.51332448238864,44.33519398917487,30.869576198554906,868.300214272127,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.02049270447331131,12.2378,24.0291,39126.80101039229,991.522115476,1429.1906598
260,260,-207445.5762,1.0,0.8,0.4,25,1.0,2,1,0,0,1,1,1,0,1,1,0,51.37187282615826,32.521020547502545,30.381826420276166,950.9075703490668,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.2366,17.4449,28219.785189061284,527.7808360468,1097.7987587
261,261,-385270.4053,0.9,1.0,0.4,30,0.9,2,1,0,0,1,1,1,0,1,1,0,70.3968568194368,51.54300559365605,26.39944522405355,702.8576464580193,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.9495,25.8193,45861.295510066004,1231.6901647835,1231.8877325
262,262,-43176.3972,1.0,0.9,0.2,40,0.9,2,1,0,0,1,1,1,0,1,1,0,55.32662921846315,33.29671123291803,32.42200384632337,948.4430580624273,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.009402200874800313,8.7797,14.5674,32591.342011436267,511.665903031,926.3425341
263,263,-449593.8279,0.9,0.8,0.4,30,1.0,2,1,0,0,1,1,1,0,1,1,0,89.66547571857964,70.81176281782311,36.60424967399701,1069.6619330524002,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0047,22.8374,60750.92025266484,1454.4476239839,1533.9682019
264,264,92222.5788,0.9,0.9,1.0,55,0.9,2,1,0,0,1,1,1,0,1,1,0,44.075353990778765,26.050154585795376,25.59628810564973,521.2846569579131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7469184564135011,11.2079,12.4806,26309.68511539367,354.0902976679,885.9080585
265,265,-152501.6737,0.8,1.0,0.7,30,0.9,2,1,0,0,1,1,1,0,1,1,0,56.88005873590295,38.251624279925736,33.7672813841799,1133.3843859467563,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0195,16.1833,33974.8982138081,593.6348507565,982.8597515
266,266,48952.2688,1.0,1.0,0.6,55,1.0,2,1,0,0,1,1,1,0,1,1,0,53.939660666565885,36.835563451551835,32.32325508828737,970.3127320246409,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.4008019580211082,12.6483,14.4722,36162.88772977867,563.9940968581,1122.1660063
267,267,-245082.9362,1.0,0.7,0.8,35,1.0,2,1,0,0,1,1,1,0,1,1,0,60.55886283563191,41.35147133540862,28.719905786219083,803.070242665316,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.6292,23.6048,35625.61715359902,887.2041397344,1334.7831235
268,268,37314.1096,0.8,0.7,0.2,55,0.9,2,1,0,0,1,1,1,0,1,1,0,78.25813400531678,60.66107715537399,32.52727944050925,911.0557182241417,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.29941687572190995,10.817,17.052,62774.24072481435,1120.5611464778,1151.7145683
269,269,-231905.6458,1.0,0.7,0.8,20,0.9,2,1,0,0,1,1,1,0,1,1,0,47.08351148960453,31.063606840228807,28.277821711848862,917.4297305654827,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.9088,17.3162,26289.533043247233,487.9496165647,943.6152464
270,270,-76227.9117,0.7,0.7,0.8,30,0.9,2,1,0,0,1,1,1,0,1,1,0,41.06153885956963,21.759022670117144,22.98842880117518,589.0870769902027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.2741,16.07,19259.6126270004,332.9340588317,898.8180552
271,271,-221907.4811,0.7,0.8,0.4,40,1.0,2,1,0,0,1,1,1,0,1,1,0,90.9012964969813,65.99157745420658,39.280237807643026,1045.6525158680415,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.7382,18.7357,66188.94923033913,1304.7357617646,1443.4136459
272,272,47534.3878,0.9,1.0,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,52.25917709894482,36.06254464232319,31.289627950283723,971.674595520225,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3779742674712833,13.5967,16.4064,36011.076419438636,635.5916781173,1109.5849837
273,273,-523810.6672,1.0,0.9,0.2,25,1.0,2,1,0,0,1,1,1,0,1,1,0,79.61475504895252,59.48769263169388,29.239690875130982,788.2399420476966,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.9329,24.3252,55976.88564095261,1415.7606095256,1355.9544444
274,274,-389603.2811,1.0,0.9,0.8,35,1.0,2,1,0,0,1,1,1,0,1,1,0,86.85538302977582,69.25085894676809,35.3352326505324,870.3471861350051,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.2851,24.6727,54972.738476756494,1418.7405187071,1732.9085685
275,275,-208177.9423,1.0,0.9,0.7,40,1.0,2,1,0,0,1,1,1,0,1,1,0,84.909635836749,65.15561183459276,33.6089841418373,895.7549575968262,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5736,20.8626,55550.4449924653,1210.3131567804,1683.7502206
276,276,-185042.6623,1.0,0.9,0.5,50,0.9,2,1,0,0,1,1,1,0,1,1,0,92.43035831502905,72.63024344275279,38.45157069015825,1066.7020109862337,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.861,21.03,75117.89517417269,1660.925437844,1391.907288
277,277,-150901.8211,0.9,0.9,1.0,25,0.9,2,1,0,0,1,1,1,0,1,1,0,47.13235419752423,27.157866725938714,26.522222614853003,761.8421071139907,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.9663,16.2401,24648.257343165562,429.1544280347,940.2950368
278,278,-613477.6035,0.8,0.7,0.2,20,1.0,2,1,0,0,1,1,1,0,1,1,0,78.12836641752871,57.07039929769548,27.992936481484833,717.6643915349428,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.6581,26.2494,51348.6627757096,1402.063010809,1351.0651749
279,279,-768176.9357,0.8,0.8,0.8,20,1.0,2,1,0,0,1,1,1,0,1,1,0,77.56389998940743,58.580566319752194,36.26777543266177,1065.1183684355344,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.9533,40.1227,38626.95333116318,1642.2587310373,1764.3773994
280,280,-257452.6874,0.8,0.9,1.0,20,1.0,2,1,0,0,1,1,1,0,1,1,0,47.51800120858445,29.85221758896431,28.300374365473274,798.3678189619111,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.162,18.7961,24636.913367741807,496.4778628877,1098.0359685
281,281,-129002.6902,0.7,1.0,0.3,45,1.0,2,1,0,0,1,1,1,0,1,1,0,69.29313363538272,49.22849015352778,32.65785115600839,821.1263018773606,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.1233,20.5578,45902.57606881432,993.6762055444,1264.9212503
282,282,24549.8665,1.0,0.8,0.4,55,1.0,2,1,0,0,1,1,1,0,1,1,0,55.56227562200982,37.46951468881397,33.2211839105612,967.8234797703216,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2910734877826485,11.831,16.0907,36702.95852362118,636.8298151557,1116.151091
283,283,-218041.7855,1.0,0.9,0.7,50,0.9,2,1,0,0,1,1,1,0,1,1,0,70.34053662968546,51.78930377794873,31.878453210213067,894.4627351298387,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,11.4017,29.8727,41890.18263557944,1314.2501236272,1516.4539408
284,284,-13514.8891,0.9,1.0,0.1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,55.515196420005694,37.60463225791912,33.2312547857474,969.3750373499194,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.15263987498653936,11.8625,15.9559,37176.77064768313,639.362666961,1109.6134615
285,285,-30357.5934,0.9,0.8,0.6,55,1.0,2,1,0,0,1,1,1,0,1,1,0,71.2209309915253,52.59616275275338,30.308429552807613,730.296254368061,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.11986230423559963,12.5464,20.6967,49390.34667481222,1069.1113232266,1450.534102
286,286,-497658.4159,1.0,1.0,0.3,20,0.9,2,1,0,0,1,1,1,0,1,1,0,86.04095000965859,64.74777477459408,34.12815398155272,894.3319812299652,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0898,21.3291,54255.081933762835,1210.9094827633,1255.4268799
287,287,-217535.8752,0.7,0.8,0.6,45,1.0,2,1,0,0,1,1,1,0,1,1,0,81.62316655617965,56.69404771740837,32.34355729177014,840.1850442138706,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.1619,24.2567,52367.13164560626,1323.7552733637,1525.5182178
288,288,98495.8258,1.0,0.8,0.6,60,1.0,2,1,0,0,1,1,1,0,1,1,0,76.50040248499707,56.874301862473814,27.214512099245006,663.8792617363824,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4212574002478943,10.1628,19.4143,54115.714382747436,1089.0809352657,1443.1033568
289,289,-439428.1313,0.7,0.7,1.0,30,1.0,2,1,0,0,1,1,1,0,1,1,0,84.63652809302303,66.18164636224792,33.540207115373306,871.1245778428092,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.3391,25.4949,48095.74807951601,1281.8132127772,1881.3343361
290,290,-97088.7802,0.8,0.8,0.9,50,1.0,2,1,0,0,1,1,1,0,1,1,0,85.89582981159595,68.23238014732935,35.77385403471445,1040.358027710787,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.002697850714031343,10.661,20.3539,62794.43003887549,1340.9894702926,1546.6942873
291,291,-19892.4455,0.9,1.0,0.6,45,1.0,2,1,0,0,1,1,1,0,1,1,0,44.805223483852906,30.333116897402796,26.270186371972642,764.3565116697689,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.07817144782610112,10.9623,16.4351,27027.301256069855,476.5086762657,1077.5489238
292,292,-626592.1488,1.0,1.0,0.2,25,1.0,2,1,0,0,1,1,1,0,1,1,0,74.79499387505614,55.32739986898383,34.664884584661536,921.5179713465312,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0308,31.451,46956.76849194703,1556.7304546851,1390.4144898
293,293,-671758.3853,1.0,1.0,0.7,20,1.0,2,1,0,0,1,1,1,0,1,1,0,98.50943086217606,80.04113659622038,34.7160974075366,929.0312336583356,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.5429,24.6475,61782.93950112091,1586.0584877573,1671.4641774
294,294,-71734.5251,0.9,1.0,0.9,50,1.0,2,1,0,0,1,1,1,0,1,1,0,63.82716216787815,46.28950068813734,29.74000775178261,849.6622172594391,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.9587,21.9833,39162.0086619828,905.4960996579,1434.0465389
295,295,70724.4207,0.8,0.7,0.6,55,1.0,2,1,0,0,1,1,1,0,1,1,0,53.364004194346315,32.54728050492863,30.671493868389383,759.2588900948745,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5253705810745405,11.2143,13.6011,33026.96012603247,482.8462630517,1063.2769817
296,296,52592.3651,1.0,0.9,0.2,55,1.0,2,1,0,0,1,1,1,0,1,1,0,52.42621311381698,32.112204356581216,30.889489520970898,913.5814903861252,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4181369279442757,11.6296,15.0771,32054.48556918611,520.988802014,1077.4968572
