n,ID,VPN,I_SENSI_CAPEX_FACIL ,I_SENSI_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultCAPEXPerfo_palagua,D_CANT_TALADROS_INFILL,D_CANT_TALADROS_WF,D_TIPO_COMPLET_INFILL_WF,D_TIPO_COMPLET_V,D_DLLO_INFILL_B_123,D_DLLO_INFILL_B_456,D_DLLO_INFILL_B_7,D_DLLO_INFILL_B_CAIPAL,D_DLLO_INFILL_B_89,D_DLLO_PILOTO,DAKOTA_WF_CAIPAL,DAKOTA_WF_456,DAKOTA_WF_7,DAKOTA_WF_123,DAKOTA_WF_89,D_DLLO_IAV_89,DAKOTA_IAV_123,DAKOTA_IAV_456,DAKOTA_IAV_7,D_CAPEX_FACILIDADES,VOL_TEC_TOTAL_OIL,VOL_TEC_INCREMENTAL,VOL_TEC_TOTAL_GAS,VOL_TEC_TOTAL_WATER,D_DLLO_IAV_456,D_DLLO_IAV_7,D_DLLO_IAV_123,D_DLLO_WF_CAIPAL,D_DLLO_WF_456,D_DLLO_WF_7,D_DLLO_WF_123,D_DLLO_WF_89,EFI_55,Lif_Cost_55,Dev_Cost_55,Vol_tol_le_55,Total_capex,Total_opex
135,135,-43116.9222,0.0,0.30000000000000004,0.4,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13032471771490872,11.6043,19.0896,72418.17280792864,1450.4553817689,1093.6982
136,136,-61264.0315,0.09999999999999998,0.0,0.6,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10003837708115393,13.061,19.1183,72418.17280792864,1452.6292315833,1148.9707
137,137,-27412.2434,0.0,0.30000000000000004,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14920308197909773,10.0659,19.5994,70599.37952535566,1450.4553817689,1206.3146
138,138,-77738.7567,0.30000000000000004,0.30000000000000004,0.8,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07360667191015122,14.5176,19.0738,72418.17280792864,1449.2580948004,1204.2432
139,139,-71555.8206,0.0,0.0,0.6,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07543988913635097,13.8048,19.6342,70599.37952535566,1453.0284339939,1344.4958
140,140,-97238.9448,0.09999999999999998,0.09999999999999998,1.0,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04306507435646722,15.9743,19.107,72418.17280792864,1451.7715475083,1259.5157
141,141,-60545.2601,0.30000000000000004,0.09999999999999998,0.6,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10124540920100186,13.061,19.0964,72418.17280792864,1450.9734629504,1148.9707
142,142,-96522.6524,0.09999999999999998,0.30000000000000004,1.0,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04419397798227195,15.9743,19.0844,72418.17280792864,1450.0561793583,1259.5157
143,143,-87054.8765,0.19999999999999996,0.30000000000000004,0.9,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05889623445185902,15.246,19.0791,72418.17280792864,1449.6570837025,1231.8794
144,144,-69716.8116,0.30000000000000004,0.0,0.7,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08625786976365916,13.7893,19.1077,72418.17280792864,1451.8311470254,1176.6069
145,145,-27053.4292,0.19999999999999996,0.30000000000000004,0.1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14984297016216586,10.0659,19.5886,70599.37952535566,1449.6570837025,1206.3146
146,146,-88690.4117,0.30000000000000004,0.19999999999999996,0.8,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04868621138888841,15.3004,19.5948,70599.37952535566,1450.1157788754,1399.7683
147,147,-98690.1399,0.19999999999999996,0.09999999999999998,0.9,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03343163582760018,16.0482,19.6118,70599.37952535566,1451.3724518525,1427.4045
148,148,-35721.5504,0.09999999999999998,0.0,0.3,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14319100634455878,10.876,19.1183,72418.17280792864,1452.6292315833,1066.062
149,149,-60557.6373,0.09999999999999998,0.19999999999999996,0.6,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1012283420965255,13.061,19.0957,72418.17280792864,1450.9138634333,1148.9707
150,150,-53553.3006,0.09999999999999998,0.0,0.4,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10450716284665754,12.3093,19.6288,70599.37952535566,1452.6292315833,1289.2234
151,151,-52840.7875,0.30000000000000004,0.09999999999999998,0.4,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10571910251644746,12.3093,19.6064,70599.37952535566,1450.9734629504,1289.2234
152,152,-53203.3364,0.09999999999999998,0.09999999999999998,0.4,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10510424087526418,12.3093,19.6172,70599.37952535566,1451.7715475083,1289.2234
153,153,-95467.5735,0.30000000000000004,0.30000000000000004,1.0,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.01968285586364357,13.7501,21.8174,63449.96707092519,1449.2580948004,1455.0408
154,154,-62371.6549,0.09999999999999998,0.0,0.5,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09012295309218918,13.057,19.6288,70599.37952535566,1452.6292315833,1316.8596
155,155,-96707.6908,0.0,0.30000000000000004,1.0,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04390332612978391,15.9743,19.0896,72418.17280792864,1450.4553817689,1259.5157
156,156,-79983.6718,0.0,0.19999999999999996,0.7,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.06220703269581154,14.5526,19.611,70599.37952535566,1451.3130658439,1372.1321
157,157,-79000.8446,0.0,0.09999999999999998,0.8,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07155102393011328,14.5176,19.1122,72418.17280792864,1452.1707499189,1204.2432
158,158,-52331.3872,0.0,0.09999999999999998,0.5,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11471498336717648,12.3326,19.1122,72418.17280792864,1452.1707499189,1121.3345
159,159,-70082.3859,0.09999999999999998,0.0,0.7,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08565416732668542,13.7893,19.1183,72418.17280792864,1452.6292315833,1176.6069
160,160,-18591.1734,0.30000000000000004,0.19999999999999996,0.1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.17388017176919632,9.4193,19.0851,72418.17280792864,1450.1157788754,1010.7895
161,161,-98506.5987,0.30000000000000004,0.09999999999999998,0.9,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03371907118435778,16.0482,19.6064,70599.37952535566,1450.9734629504,1427.4045
162,162,-42753.9712,0.19999999999999996,0.30000000000000004,0.4,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13095410810616853,11.6043,19.0791,72418.17280792864,1449.6570837025,1093.6982
163,163,-70134.3348,0.19999999999999996,0.30000000000000004,0.6,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0777850965078562,13.8048,19.5886,70599.37952535566,1449.6570837025,1344.4958
164,164,-70668.9176,0.09999999999999998,0.19999999999999996,0.6,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0769024045128554,13.8048,19.6056,70599.37952535566,1450.9138634333,1344.4958
165,165,-51446.3565,0.09999999999999998,0.30000000000000004,0.5,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11623186951864692,12.3326,19.0844,72418.17280792864,1450.0561793583,1121.3345
166,166,-28103.44,0.0,0.09999999999999998,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14796091541711345,10.0659,19.6226,70599.37952535566,1452.1707499189,1206.3146
167,167,-44059.8605,0.0,0.30000000000000004,0.3,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.12039595145072268,11.5615,19.5994,70599.37952535566,1450.4553817689,1261.5871
168,168,-52140.8591,0.30000000000000004,0.30000000000000004,0.4,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10691639184445677,12.3093,19.5832,70599.37952535566,1449.2580948004,1289.2234
169,169,-27412.2434,0.0,0.30000000000000004,0.1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14920308197909773,10.0659,19.5994,70599.37952535566,1450.4553817689,1206.3146
170,170,-35651.2644,0.0,0.30000000000000004,0.2,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13479951671491022,10.8137,19.5994,70599.37952535566,1450.4553817689,1233.9509
171,171,-36151.7691,0.30000000000000004,0.0,0.2,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13390579253881327,10.8137,19.618,70599.37952535566,1451.8311470254,1233.9509
172,172,-99228.9176,0.09999999999999998,0.0,0.9,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.032586114074316004,16.0482,19.6288,70599.37952535566,1452.6292315833,1427.4045
173,173,-78633.2487,0.19999999999999996,0.09999999999999998,0.8,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0721471802658515,14.5176,19.1017,72418.17280792864,1451.3724518525,1204.2432
174,174,-27578.4108,0.09999999999999998,0.19999999999999996,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14890130630127793,10.0659,19.6056,70599.37952535566,1450.9138634333,1206.3146
175,175,-62021.6908,0.09999999999999998,0.09999999999999998,0.5,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09071225003062061,13.057,19.6172,70599.37952535566,1451.7715475083,1316.8596
176,176,-95831.3591,0.09999999999999998,0.30000000000000004,1.0,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.019115295936516882,13.7501,21.8294,63449.96707092519,1450.0561793583,1455.0408
177,177,-71555.8206,0.0,0.0,0.6,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07543988913635097,13.8048,19.6342,70599.37952535566,1453.0284339939,1344.4958
178,178,-88133.2396,0.0,0.09999999999999998,0.9,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.057163037451092275,15.246,19.1122,72418.17280792864,1452.1707499189,1231.8794
179,179,-88873.953,0.19999999999999996,0.19999999999999996,0.8,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04839451511750847,15.3004,19.6002,70599.37952535566,1450.5147677775,1399.7683
180,180,-70851.2768,0.0,0.19999999999999996,0.6,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07660280435266296,13.8048,19.611,70599.37952535566,1451.3130658439,1344.4958
181,181,-52322.1095,0.19999999999999996,0.30000000000000004,0.4,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10660824596958016,12.3093,19.5886,70599.37952535566,1449.6570837025,1289.2234
182,182,-62009.1061,0.30000000000000004,0.0,0.5,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09072914301171726,13.057,19.618,70599.37952535566,1451.8311470254,1316.8596
183,183,-79172.4059,0.09999999999999998,0.0,0.8,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07126995757221714,14.5176,19.1183,72418.17280792864,1452.6292315833,1204.2432
184,184,-34671.2296,0.09999999999999998,0.30000000000000004,0.3,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14504702613319692,10.876,19.0844,72418.17280792864,1450.0561793583,1066.062
185,185,-98861.7865,0.30000000000000004,0.0,0.9,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03316027697558931,16.0482,19.618,70599.37952535566,1451.8311470254,1427.4045
186,186,-96171.3954,0.30000000000000004,0.09999999999999998,1.0,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.018579882431270327,13.7501,21.8432,63449.96707092519,1450.9734629504,1455.0408
187,187,-61264.0315,0.09999999999999998,0.0,0.6,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10003837708115393,13.061,19.1183,72418.17280792864,1452.6292315833,1148.9707
188,188,-61264.0315,0.09999999999999998,0.0,0.6,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10003837708115393,13.061,19.1183,72418.17280792864,1452.6292315833,1148.9707
189,189,-97597.0911,0.09999999999999998,0.0,1.0,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.042501538063280574,15.9743,19.1183,72418.17280792864,1452.6292315833,1259.5157
190,190,-18939.4379,0.30000000000000004,0.09999999999999998,0.1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.17324544053309146,9.4193,19.0964,72418.17280792864,1450.9734629504,1010.7895
191,191,-27910.8884,0.30000000000000004,0.0,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14829800904784532,10.0659,19.618,70599.37952535566,1451.8311470254,1206.3146
192,192,-52672.0737,0.19999999999999996,0.19999999999999996,0.4,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10600968028428961,12.3093,19.6002,70599.37952535566,1450.5147677775,1289.2234
193,193,-98690.1399,0.19999999999999996,0.09999999999999998,0.9,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03343163582760018,16.0482,19.6118,70599.37952535566,1451.3724518525,1427.4045
194,194,-42572.5679,0.30000000000000004,0.30000000000000004,0.4,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.131269040865835,11.6043,19.0738,72418.17280792864,1449.2580948004,1093.6982
195,195,-88335.2239,0.30000000000000004,0.30000000000000004,0.8,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.049254022888772994,15.3004,19.5832,70599.37952535566,1449.2580948004,1399.7683
196,196,-18604.1423,0.09999999999999998,0.30000000000000004,0.1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.17386218274774687,9.4193,19.0844,72418.17280792864,1450.0561793583,1010.7895
197,197,-35371.4435,0.09999999999999998,0.09999999999999998,0.3,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14380901026897197,10.876,19.107,72418.17280792864,1451.7715475083,1066.062
198,198,-52840.7875,0.30000000000000004,0.09999999999999998,0.4,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10571910251644746,12.3093,19.6064,70599.37952535566,1450.9734629504,1289.2234
199,199,-70316.6457,0.09999999999999998,0.30000000000000004,0.6,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07748518034100534,13.8048,19.594,70599.37952535566,1450.0561793583,1344.4958
200,200,-43985.7434,0.09999999999999998,0.0,0.4,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.12880679659009028,11.6043,19.1183,72418.17280792864,1452.6292315833,1093.6982
201,201,-53553.3006,0.09999999999999998,0.0,0.4,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10450716284665754,12.3093,19.6288,70599.37952535566,1452.6292315833,1289.2234
202,202,-36691.3722,0.0,0.0,0.2,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13296080310174474,10.8137,19.6342,70599.37952535566,1453.0284339939,1233.9509
203,203,-80141.2831,0.30000000000000004,0.0,0.7,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.06194470999365323,14.5526,19.618,70599.37952535566,1451.8311470254,1372.1321
204,204,-98151.4109,0.30000000000000004,0.19999999999999996,0.9,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03427842577453204,16.0482,19.5948,70599.37952535566,1450.1157788754,1427.4045
205,205,-69729.1888,0.09999999999999998,0.09999999999999998,0.7,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08624104689039765,13.7893,19.107,72418.17280792864,1451.7715475083,1176.6069
206,206,-27278.671,0.09999999999999998,0.09999999999999998,0.2,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1582010011136154,10.1476,19.107,72418.17280792864,1451.7715475083,1038.4258
207,207,-60728.023,0.19999999999999996,0.09999999999999998,0.6,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10093917514549494,13.061,19.1017,72418.17280792864,1451.3724518525,1148.9707
