n,ID,VPN,I_SENSI_CAPEX_FACIL ,I_SENSI_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultCAPEXPerfo_palagua,D_CANT_TALADROS_INFILL,D_CANT_TALADROS_WF,D_TIPO_COMPLET_INFILL_WF,D_TIPO_COMPLET_V,D_DLLO_INFILL_B_123,D_DLLO_INFILL_B_456,D_DLLO_INFILL_B_7,D_DLLO_INFILL_B_CAIPAL,D_DLLO_INFILL_B_89,D_DLLO_PILOTO,DAKOTA_WF_CAIPAL,DAKOTA_WF_456,DAKOTA_WF_7,DAKOTA_WF_123,DAKOTA_WF_89,D_DLLO_IAV_89,DAKOTA_IAV_123,DAKOTA_IAV_456,DAKOTA_IAV_7,D_CAPEX_FACILIDADES,VOL_TEC_TOTAL_OIL,VOL_TEC_INCREMENTAL,VOL_TEC_TOTAL_GAS,VOL_TEC_TOTAL_WATER,D_DLLO_IAV_456,D_DLLO_IAV_7,D_DLLO_IAV_123,D_DLLO_WF_CAIPAL,D_DLLO_WF_456,D_DLLO_WF_7,D_DLLO_WF_123,D_DLLO_WF_89,EFI_55,Lif_Cost_55,Dev_Cost_55,Vol_tol_le_55,Total_capex,Total_opex
354,354,-87765.6437,0.19999999999999996,0.09999999999999998,0.9,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05775118282602997,15.246,19.1017,72418.17280792864,1451.3724518525,1231.8794
355,355,-78277.8651,0.19999999999999996,0.19999999999999996,0.8,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07272722848025101,14.5176,19.0904,72418.17280792864,1450.5147677775,1204.2432
356,356,-98163.3543,0.09999999999999998,0.30000000000000004,0.9,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03426244541918044,16.0482,19.594,70599.37952535566,1450.0561793583,1427.4045
357,357,-88133.2396,0.0,0.09999999999999998,0.9,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.057163037451092275,15.246,19.1122,72418.17280792864,1452.1707499189,1231.8794
358,358,-95819.4845,0.30000000000000004,0.19999999999999996,1.0,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.019131058343280397,13.7501,21.8303,63449.96707092519,1450.1157788754,1455.0408
359,359,-70656.6162,0.30000000000000004,0.09999999999999998,0.6,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0769190899836115,13.8048,19.6064,70599.37952535566,1450.9734629504,1344.4958
360,360,-43285.5296,0.09999999999999998,0.19999999999999996,0.4,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13002790281189422,11.6043,19.0957,72418.17280792864,1450.9138634333,1093.6982
361,361,-27757.8417,0.0,0.19999999999999996,0.1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14858166263692033,10.0659,19.611,70599.37952535566,1451.3130658439,1206.3146
362,362,-43817.1361,0.0,0.09999999999999998,0.4,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.12910296984619735,11.6043,19.1122,72418.17280792864,1452.1707499189,1093.6982
363,363,-52322.1095,0.19999999999999996,0.30000000000000004,0.4,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10660824596958016,12.3093,19.5886,70599.37952535566,1449.6570837025,1289.2234
364,364,-69558.8516,0.0,0.19999999999999996,0.7,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08652619827297615,13.7893,19.1009,72418.17280792864,1451.3130658439,1176.6069
365,365,-87937.3024,0.30000000000000004,0.0,0.9,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0574734367455953,15.246,19.1077,72418.17280792864,1451.8311470254,1231.8794
366,366,-42935.4226,0.09999999999999998,0.30000000000000004,0.4,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13063944782592174,11.6043,19.0844,72418.17280792864,1450.0561793583,1093.6982
367,367,-96152.7227,0.30000000000000004,0.30000000000000004,1.0,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.044775487432309365,15.9743,19.0738,72418.17280792864,1449.2580948004,1259.5157
368,368,-71555.8206,0.0,0.0,0.6,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07543988913635097,13.8048,19.6342,70599.37952535566,1453.0284339939,1344.4958
369,369,-51082.3054,0.30000000000000004,0.30000000000000004,0.5,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11685344862691414,12.3326,19.0738,72418.17280792864,1449.2580948004,1121.3345
370,370,-18242.9088,0.30000000000000004,0.30000000000000004,0.1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1745158175825979,9.4193,19.0738,72418.17280792864,1449.2580948004,1010.7895
371,371,-69558.8516,0.0,0.19999999999999996,0.7,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08652619827297615,13.7893,19.1009,72418.17280792864,1451.3130658439,1176.6069
372,372,-51264.3068,0.19999999999999996,0.30000000000000004,0.5,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1165425333753067,12.3326,19.0791,72418.17280792864,1449.6570837025,1121.3345
373,373,-43454.185,0.19999999999999996,0.09999999999999998,0.4,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.129731170025138,11.6043,19.1017,72418.17280792864,1451.3724518525,1093.6982
374,374,-34839.8851,0.19999999999999996,0.19999999999999996,0.3,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1447461849387276,10.876,19.0904,72418.17280792864,1450.5147677775,1066.062
375,375,-88121.0272,0.19999999999999996,0.0,0.9,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0571795474191138,15.246,19.113,72418.17280792864,1452.2301359275,1231.8794
376,376,-35458.3639,0.30000000000000004,0.19999999999999996,0.2,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13513292507502628,10.8137,19.5948,70599.37952535566,1450.1157788754,1233.9509
377,377,-97796.2231,0.30000000000000004,0.30000000000000004,0.9,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.034838430649851995,16.0482,19.5832,70599.37952535566,1449.2580948004,1427.4045
378,378,-53022.0379,0.19999999999999996,0.09999999999999998,0.4,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10541162302670837,12.3093,19.6118,70599.37952535566,1451.3724518525,1289.2234
379,379,-52840.7875,0.30000000000000004,0.09999999999999998,0.4,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10571910251644746,12.3093,19.6064,70599.37952535566,1450.9734629504,1289.2234
380,380,-60204.4402,0.09999999999999998,0.30000000000000004,0.6,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10182429121137196,13.061,19.0844,72418.17280792864,1450.0561793583,1148.9707
381,381,-69375.9917,0.09999999999999998,0.19999999999999996,0.7,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08682856173884079,13.7893,19.0957,72418.17280792864,1450.9138634333,1176.6069
382,382,-34839.8851,0.19999999999999996,0.19999999999999996,0.3,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1447461849387276,10.876,19.0904,72418.17280792864,1450.5147677775,1066.062
383,383,-61446.8914,0.0,0.0,0.6,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09973279722454809,13.061,19.1235,72418.17280792864,1453.0284339939,1148.9707
384,384,-44562.7813,0.30000000000000004,0.0,0.3,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11951357602978122,11.5615,19.618,70599.37952535566,1451.8311470254,1261.5871
385,385,-70304.3443,0.30000000000000004,0.19999999999999996,0.6,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07750178261760093,13.8048,19.5948,70599.37952535566,1450.1157788754,1344.4958
386,386,-53022.0379,0.19999999999999996,0.09999999999999998,0.4,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10541162302670837,12.3093,19.6118,70599.37952535566,1451.3724518525,1289.2234
387,387,-52490.8233,0.30000000000000004,0.19999999999999996,0.4,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10631735384631368,12.3093,19.5948,70599.37952535566,1450.1157788754,1289.2234
388,388,-98873.7298,0.09999999999999998,0.09999999999999998,0.9,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03314428665204652,16.0482,19.6172,70599.37952535566,1451.7715475083,1427.4045
389,389,-70851.2768,0.0,0.19999999999999996,0.6,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07660280435266296,13.8048,19.611,70599.37952535566,1451.3130658439,1344.4958
390,390,-95649.4422,0.19999999999999996,0.30000000000000004,1.0,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.019399021264225613,13.7501,21.8234,63449.96707092519,1449.6570837025,1455.0408
391,391,-51785.2381,0.30000000000000004,0.09999999999999998,0.5,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11564541546741977,12.3326,19.0964,72418.17280792864,1450.9734629504,1121.3345
392,392,-86871.1516,0.30000000000000004,0.30000000000000004,0.9,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05919107967123029,15.246,19.0738,72418.17280792864,1449.2580948004,1231.8794
393,393,-60959.2135,0.30000000000000004,0.30000000000000004,0.5,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09250079960553577,13.057,19.5832,70599.37952535566,1449.2580948004,1316.8596
394,394,-88133.2396,0.0,0.09999999999999998,0.9,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.057163037451092275,15.246,19.1122,72418.17280792864,1452.1707499189,1231.8794
395,395,-89584.3285,0.19999999999999996,0.0,0.8,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04726136456198588,15.3004,19.6234,70599.37952535566,1452.2301359275,1399.7683
396,396,-60387.3001,0.0,0.30000000000000004,0.6,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10151758718653396,13.061,19.0896,72418.17280792864,1450.4553817689,1148.9707
397,397,-60557.6373,0.09999999999999998,0.19999999999999996,0.6,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1012283420965255,13.061,19.0957,72418.17280792864,1450.9138634333,1148.9707
398,398,-43518.3691,0.30000000000000004,0.30000000000000004,0.3,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.12133198408337761,11.5615,19.5832,70599.37952535566,1449.2580948004,1261.5871
399,399,-43518.3691,0.30000000000000004,0.30000000000000004,0.3,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.12133198408337761,11.5615,19.5832,70599.37952535566,1449.2580948004,1261.5871
