n,ID,D_ActivacionIncrem_Nar,D_ActivacionIncrem_Unr,Opt_CalculoRagaliasIncrementales_Nar,Opt_CalculoRagaliasIncrementales_Unr,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXPerfo_UGEUnr,Unc_MultOPEX_UGEUnr,Unc_MultCAPEXFacilidades_Nar,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
318,318.0,1.0,1.0,1.0,1.0,0.8,1.0,2.0,0.7,1.0,1.0,30.0,-479.8514445088455,4.435883168136524,740.8241640805232,132.13600544433473
319,319.0,1.0,1.0,1.0,1.0,0.5,3.0,1.0,1.0,0.9,1.0,60.0,-297.46441349171835,23.078289705525684,718.3051640805235,596.0712495517265
320,320.0,1.0,1.0,1.0,1.0,0.3,2.0,2.0,0.8,0.9,0.7,40.0,-298.623007683402,23.078289705525684,622.8535748563663,474.2745140059118
321,321.0,1.0,1.0,1.0,1.0,0.5,3.0,1.0,0.9,0.9,1.0,50.0,-343.4997388269436,23.078289705525684,684.2641640805234,596.0712495517265
322,322.0,1.0,1.0,1.0,1.0,0.6,3.0,1.0,0.9,0.9,0.8,50.0,-315.28285940054116,19.359945033123836,608.6851312644187,523.297717121561
323,323.0,1.0,1.0,1.0,1.0,0.3,3.0,1.0,0.7,1.0,0.9,40.0,-321.8683500949831,17.228584059626538,578.3926476724711,350.9456035835528
324,324.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,0.8,0.9,1.0,30.0,-482.80216860398144,4.435883168136524,767.6211640805233,80.5675070213297
325,325.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.9,1.0,40.0,-421.9676728282684,4.435883168136524,650.2231640805235,144.49233681894896
326,326.0,1.0,1.0,1.0,1.0,0.8,3.0,1.0,0.7,1.0,0.9,60.0,-273.3904018166302,20.369443467053202,578.3926476724711,689.1967244390538
327,327.0,1.0,1.0,1.0,1.0,0.7,2.0,1.0,0.8,1.0,0.8,60.0,-306.82362258511074,23.078289705525684,660.6430912644187,750.2656973961177
328,328.0,1.0,1.0,1.0,1.0,0.2,1.0,2.0,0.9,1.0,0.7,50.0,-260.16567791654967,23.078289705525684,681.0496148563664,445.773858531581
329,329.0,1.0,1.0,1.0,1.0,0.3,2.0,2.0,1.0,1.0,0.9,60.0,-248.2695483739054,23.078289705525684,744.1768476724711,506.6722263044884
330,330.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.9,0.9,30.0,-504.9048543169234,4.435883168136524,756.6286476724712,135.36021827643194
331,331.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,0.9,1.0,30.0,-501.72320919724655,4.435883168136524,767.6211640805233,117.09598119139785
332,332.0,1.0,1.0,1.0,1.0,0.2,3.0,2.0,1.0,1.0,0.9,30.0,-393.2301666463114,16.098655575530614,680.515647672471,285.71199975200943
333,333.0,1.0,1.0,1.0,1.0,0.2,3.0,1.0,1.0,0.9,0.9,50.0,-290.22236843118145,23.078289705525684,680.515647672471,413.3761462330045
334,334.0,1.0,1.0,1.0,1.0,0.2,2.0,2.0,1.0,0.9,0.8,50.0,-265.62527988198366,23.078289705525684,706.3873312644187,413.3761462330045
335,335.0,1.0,1.0,1.0,1.0,0.2,2.0,1.0,0.9,1.0,1.0,30.0,-475.9103129737883,4.435883168136524,759.0942440805235,77.3432941892325
336,336.0,1.0,1.0,1.0,1.0,0.3,1.0,2.0,1.0,0.9,0.7,30.0,-417.2135762204676,14.9190934620702,707.8466148563664,276.26631489986926
337,337.0,1.0,1.0,1.0,1.0,0.7,2.0,1.0,1.0,1.0,1.0,40.0,-491.80184537479454,4.435883168136524,781.9663640805235,123.00388690181768
338,338.0,1.0,1.0,1.0,1.0,0.1,3.0,2.0,1.0,1.0,0.7,60.0,-145.48728325101428,23.078289705525684,604.9366148563663,384.8754907586737
339,339.0,1.0,1.0,1.0,1.0,0.9,2.0,1.0,0.9,0.9,0.9,40.0,-461.26487863378424,4.435883168136524,721.304727672471,135.36021827643194
340,340.0,1.0,1.0,1.0,1.0,0.6,3.0,1.0,0.9,1.0,0.7,50.0,-301.8209994736723,17.228584059626538,570.8956148563664,474.4516487238063
341,341.0,1.0,1.0,1.0,1.0,0.7,3.0,2.0,0.8,1.0,0.8,50.0,-280.028513276803,20.369443467053202,574.6441312644188,637.7526335305662
342,342.0,1.0,1.0,1.0,1.0,0.4,1.0,2.0,0.9,1.0,0.9,30.0,-465.83291155993345,9.617224844721495,756.6286476724712,202.8468901689825
343,343.0,1.0,1.0,1.0,1.0,0.5,3.0,1.0,0.7,0.9,1.0,50.0,-301.8905591261035,23.078289705525684,616.1821640805234,596.0712495517265
344,344.0,1.0,1.0,1.0,1.0,0.8,3.0,1.0,0.9,1.0,0.9,30.0,-435.50600513697384,4.435883168136524,646.4746476724711,132.13600544433473
345,345.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,1.0,0.7,60.0,-353.5316186737374,17.228584059626538,681.0496148563664,597.9576938640598
346,346.0,1.0,1.0,1.0,1.0,0.2,2.0,1.0,0.8,0.9,0.8,50.0,-278.5602318254632,23.078289705525684,660.6430912644187,413.3761462330045
347,347.0,1.0,1.0,1.0,1.0,0.1,3.0,1.0,1.0,1.0,0.9,30.0,-415.5979972077948,11.036907577547803,680.515647672471,163.42691035007562
348,348.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,0.8,50.0,-423.3513933766115,14.823148120062866,745.6361312644187,428.83477603322774
349,349.0,1.0,1.0,1.0,1.0,0.7,3.0,1.0,0.8,0.9,0.9,30.0,-406.8355872709551,4.435883168136524,612.4336476724711,117.09598119139785
350,350.0,1.0,1.0,1.0,1.0,0.3,2.0,1.0,0.8,1.0,0.8,50.0,-305.26291919138004,23.078289705525684,660.6430912644187,506.6722263044884
351,351.0,1.0,1.0,1.0,1.0,0.1,2.0,2.0,1.0,0.9,0.7,30.0,-359.42345929678015,23.078289705525684,668.5978148563663,352.4777784600971
352,352.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.9,1.0,1.0,30.0,-485.3790605679403,11.036907577547803,794.4181640805233,163.42691035007562
353,353.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,1.0,0.8,60.0,-340.9535740664512,14.9190934620702,637.7709712644187,534.6991730476664
354,354.0,1.0,1.0,1.0,1.0,0.9,3.0,2.0,0.9,0.9,0.8,60.0,-258.40165193647374,23.078289705525684,608.6851312644187,839.6647206433558
355,355.0,1.0,1.0,1.0,1.0,0.8,2.0,2.0,0.8,0.9,0.8,40.0,-395.8116567467627,10.930340600310041,660.6430912644187,310.6735359868647
356,356.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.7,1.0,0.9,30.0,-475.03517991481743,4.435883168136524,703.0346476724711,141.26812398685178
357,357.0,1.0,1.0,1.0,1.0,0.9,3.0,1.0,0.9,0.9,1.0,40.0,-438.04200253037203,4.435883168136524,684.2641640805234,135.36021827643194
358,358.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,1.0,0.7,40.0,-415.62990580593674,4.435883168136524,654.2526148563663,150.40024252936882
359,359.0,1.0,1.0,1.0,1.0,0.6,2.0,1.0,0.9,1.0,0.7,40.0,-402.2475235594239,6.576605908635223,645.7256948563663,166.58255659989092
360,360.0,1.0,1.0,1.0,1.0,0.4,3.0,2.0,0.8,0.9,0.9,60.0,-179.64775389776068,23.078289705525684,612.4336476724711,535.1728817788191
361,361.0,1.0,1.0,1.0,1.0,0.1,2.0,1.0,0.8,1.0,1.0,50.0,-316.625602524992,23.078289705525684,736.2221240805234,384.8754907586737
362,362.0,1.0,1.0,1.0,1.0,0.4,3.0,2.0,0.9,0.9,1.0,50.0,-285.303786521199,23.078289705525684,684.2641640805234,535.1728817788191
363,363.0,1.0,1.0,1.0,1.0,0.4,2.0,1.0,0.7,1.0,0.8,40.0,-373.2413108836901,13.682790068623277,637.7709712644187,298.09835623654374
364,364.0,1.0,1.0,1.0,1.0,0.7,2.0,2.0,0.8,0.9,1.0,40.0,-430.46079856074743,12.39118903747125,736.2221240805234,331.685770598228
365,365.0,1.0,1.0,1.0,1.0,0.9,2.0,1.0,1.0,0.9,0.7,60.0,-336.92330495845135,18.929612245231564,668.5978148563663,648.4288600097419
366,366.0,1.0,1.0,1.0,1.0,0.4,3.0,1.0,0.7,0.9,0.9,60.0,-195.16899298396407,23.078289705525684,578.3926476724711,535.1728817788191
367,367.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.9,0.7,50.0,-361.6344463891881,10.930340600310041,599.9814548563663,357.192967442045
