n,ID,D_ActivacionIAV_Mor,D_ActivacionICV_Mor,Opt_CalculoRagaliasIncrementales_Mor,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXFacilidadesIAV_Mor,Unc_MultCAPEXFacilidadesICV_Mor,Unc_MultCAPEXPerfo_UGE_Mor,Unc_MultOPEX_Mor,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
198,198.0,1.0,1.0,1.0,0.4,3.0,2.0,0.7,0.7,0.9,1.0,30.0,-1180.0733291911517,68.90193226572049,2472.975420423627,1033.8014278296514
199,199.0,1.0,1.0,1.0,0.6,1.0,2.0,0.9,0.9,0.7,1.0,40.0,-1356.5925528707307,76.26200830265213,3153.0405405446627,1540.22046372621
200,200.0,1.0,1.0,1.0,0.4,1.0,1.0,0.9,0.9,1.0,0.9,40.0,-1784.0886209390762,77.9143539830844,3869.7015405446637,1195.7828417588385
201,201.0,1.0,1.0,1.0,0.4,3.0,1.0,0.9,0.9,1.0,1.0,60.0,-504.4077483512533,130.58794234320223,2948.011540544663,2954.135247063008
202,202.0,1.0,1.0,1.0,0.2,2.0,2.0,1.0,1.0,1.0,1.0,30.0,-1651.6616904156704,101.2290504822933,3682.2390006051814,1399.3439141122187
203,203.0,1.0,1.0,1.0,0.7,3.0,2.0,0.7,0.7,1.0,1.0,50.0,-820.8800570673578,82.74649910419797,2619.6934204236272,1963.00204051517
204,204.0,1.0,1.0,1.0,0.9,2.0,2.0,0.7,0.7,0.8,1.0,40.0,-1371.7598840759595,58.508503492874055,2782.312140423627,1375.6026122407486
205,205.0,1.0,1.0,1.0,0.7,3.0,1.0,0.9,0.9,0.9,0.9,60.0,-684.4666612612725,106.29108532121222,2801.2935405446633,2900.584381601021
206,206.0,1.0,1.0,1.0,0.2,2.0,2.0,0.9,0.9,0.9,0.9,30.0,-1414.6442589638414,109.93629839967564,3314.3551005446634,1502.82290538377
207,207.0,1.0,1.0,1.0,0.6,1.0,1.0,0.8,0.8,0.9,0.9,40.0,-1714.674017929808,63.93268598001005,3466.655480484145,1137.817714019677
208,208.0,1.0,1.0,1.0,0.1,3.0,1.0,0.7,0.7,0.8,1.0,60.0,46.77762814973092,130.58794234320223,2326.257420423627,1706.9264787309778
209,209.0,1.0,1.0,1.0,0.4,3.0,1.0,1.0,1.0,0.8,1.0,60.0,-419.13303237768645,130.58794234320223,2818.734600605181,2954.135247063008
210,210.0,1.0,1.0,1.0,0.2,2.0,2.0,0.9,0.9,0.7,0.9,50.0,-393.84146254531987,130.58794234320223,2906.9054205446632,1993.5437125796243
211,211.0,1.0,1.0,1.0,0.5,1.0,2.0,0.9,0.9,0.8,1.0,30.0,-1748.8248000947558,58.508503492874055,3391.9275405446633,928.3917757629658
212,212.0,1.0,1.0,1.0,0.5,3.0,1.0,0.8,0.8,1.0,1.0,60.0,-539.6346042631653,130.58794234320223,2783.8524804841454,3369.8715031736847
213,213.0,1.0,1.0,1.0,0.8,2.0,2.0,0.8,0.8,0.7,1.0,30.0,-1526.543068209027,41.50495899604326,2742.746360484145,820.420114632402
214,214.0,1.0,1.0,1.0,0.1,1.0,1.0,0.9,0.9,0.9,1.0,60.0,-549.8784879101821,130.58794234320223,3630.8145405446635,1706.9264787309778
215,215.0,1.0,1.0,1.0,0.2,1.0,2.0,1.0,1.0,0.8,0.9,50.0,-708.0764652952303,130.58794234320223,3556.0866006051815,1993.5437125796243
216,216.0,1.0,1.0,1.0,0.2,2.0,1.0,1.0,1.0,0.7,1.0,30.0,-1507.6424931069942,70.85427533892505,3071.064480605181,781.9854433885688
217,217.0,1.0,1.0,1.0,0.3,1.0,2.0,0.9,0.9,0.8,0.9,60.0,-411.6327222588758,130.58794234320223,3391.9275405446633,2409.279968690301
218,218.0,1.0,1.0,1.0,0.9,3.0,1.0,1.0,1.0,0.9,1.0,60.0,-973.0686488003315,77.404691278589,2965.452600605181,2089.0703130029387
