n,ID,VPN,Unc_Mult_CAPEX_FACIL,Unc_Mult_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultOpex,Total_capex,Total_opex
724,724,53867.3782,0.95,1.0,1.0,35,0.96,808.7077972541,422753.6705583
725,725,-61097.7369,0.97,0.96,0.2,30,0.98,799.7912212832,422759.5147293
726,726,575624.2498,0.99,0.96,0.2,60,0.98,807.8711302208,422759.5147293
727,727,-297505.8689,0.91,0.94,0.3,20,0.92,767.0532520159,422733.6706196
728,728,-62045.9348,1.0,0.92,0.9,30,0.96,794.9145997811,422753.3091846
729,729,-44121.6184,0.94,0.92,0.3,30,0.96,770.6748729681,422751.1409419
730,730,-167514.3533,0.97,0.92,0.1,25,0.91,782.7947363746,422728.5802914
731,731,-318080.0818,0.97,0.95,1.0,20,0.91,795.542100056,422731.8326554
732,732,-50171.2829,0.92,0.97,0.6,30,1.0,783.8405701662,422769.6953856
733,733,58328.3644,0.92,1.0,0.1,35,1.0,796.5879338476,422767.8885167
734,734,-172495.1016,0.94,0.95,0.3,25,0.99,783.4222366495,422764.2436837
735,735,583496.7246,0.97,0.94,0.6,60,0.98,791.2929788289,422760.9602244
736,736,-75271.9419,1.0,0.98,0.4,30,1.0,820.409327144,422768.9726381
737,737,-174615.196,0.96,0.96,0.9,25,0.94,795.7512668143,422744.5740234
738,738,44233.6618,1.0,0.98,0.1,35,0.95,820.409327144,422746.0506138
739,739,589113.3956,0.96,0.95,0.7,60,0.93,791.5021455872,422739.4836952
740,740,388120.1731,0.94,0.91,0.1,50,0.97,766.4257517409,422754.785775
741,741,473294.8212,1.0,0.95,0.9,55,0.94,807.6619634625,422744.5740234
742,742,-47686.9152,0.94,0.95,0.8,30,0.95,783.4222366495,422748.5802302
743,743,-70874.4529,0.99,1.0,0.2,30,0.96,824.8676151294,422750.7795681
744,744,582756.6392,0.96,0.96,0.2,60,0.99,795.7512668143,422763.8823099
745,745,-153189.3164,0.92,0.91,0.4,25,0.93,758.3458428033,422738.3995739
746,746,390111.568,0.91,0.94,0.1,50,0.99,767.0532520159,422763.5209361
