n,ID,D_ActivacionIncrem_Nar,D_ActivacionIncrem_Unr,Opt_CalculoRagaliasIncrementales_Nar,Opt_CalculoRagaliasIncrementales_Unr,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXPerfo_UGEUnr,Unc_MultOPEX_UGEUnr,Unc_MultCAPEXFacilidades_Nar,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
41,41.0,1.0,0.0,2.0,1.0,0.8,2.0,1.0,0.9,0.7,0.7,30.0,-217.13791202319155,0.48617512011684705,339.11056301467744,9.137797214325408
42,42.0,1.0,0.0,2.0,1.0,0.9,1.0,1.0,0.9,0.7,1.0,35.0,-267.7979623236237,3.546399030018186,431.54654716382487,69.35688592244576
43,43.0,1.0,0.0,2.0,1.0,0.3,3.0,2.0,0.9,0.7,0.9,60.0,-58.87192699393345,11.963835853492505,319.8901924474425,157.42507258350804
44,44.0,1.0,0.0,2.0,1.0,0.8,2.0,1.0,0.7,0.9,0.7,40.0,-169.02357708012195,7.73385501546214,293.36632301467745,166.09963995459506
45,45.0,1.0,0.0,2.0,1.0,0.5,1.0,2.0,1.0,0.9,0.9,45.0,-197.52681447242708,11.963835853492505,439.3061924474424,223.51429201906728
46,46.0,1.0,0.0,2.0,1.0,0.7,1.0,2.0,0.7,0.8,1.0,25.0,-241.4452122432179,0.48617512011684705,377.95254716382493,9.021267745937735
47,47.0,1.0,0.0,2.0,1.0,0.2,1.0,1.0,0.8,1.0,0.7,25.0,-223.32789357869927,0.48617512011684705,347.63748301467746,6.797508110554561
48,48.0,1.0,0.0,2.0,1.0,0.4,1.0,1.0,1.0,0.9,0.7,25.0,-255.89038024843032,0.48617512011684705,401.2314830146775,7.577604478478177
49,49.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,0.8,1.0,1.0,55.0,-165.9373175483047,11.963835853492505,404.74954716382496,238.08710287660958
50,50.0,1.0,0.0,2.0,1.0,0.1,3.0,2.0,0.8,0.7,0.8,30.0,-149.91010366790272,11.963835853492505,284.34683773106,120.4814748630333
51,51.0,1.0,0.0,2.0,1.0,0.4,1.0,2.0,0.7,1.0,0.8,25.0,-210.73048448235025,4.362467679326348,339.87783773105997,68.88322700143534
52,52.0,1.0,0.0,2.0,1.0,0.1,1.0,1.0,0.8,0.7,0.7,50.0,-151.3015971345878,11.963835853492505,347.63748301467746,120.4814748630333
53,53.0,1.0,0.0,2.0,1.0,0.6,1.0,2.0,0.9,0.8,0.8,20.0,-251.08550176432567,0.48617512011684705,393.47183773106,8.357700846401793
54,54.0,1.0,0.0,2.0,1.0,0.2,3.0,2.0,0.7,0.8,0.8,30.0,-126.30306905111837,11.963835853492505,267.84083773106,153.5260845808129
55,55.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.8,0.7,0.7,40.0,-222.52593437177165,0.48617512011684705,347.63748301467746,10.46493101339729
56,56.0,1.0,0.0,2.0,1.0,0.1,1.0,2.0,0.7,0.7,0.8,55.0,-115.86163788836126,11.963835853492505,339.87783773105997,120.4814748630333
57,57.0,1.0,0.0,2.0,1.0,0.5,2.0,1.0,0.7,1.0,0.8,30.0,-200.24809290111443,0.48617512011684705,312.40367773106,8.788208809162386
58,58.0,1.0,0.0,2.0,1.0,0.8,3.0,2.0,0.7,1.0,1.0,20.0,-199.11141785919884,0.48617512011684705,305.91554716382495,10.778909507770212
59,59.0,1.0,0.0,2.0,1.0,0.1,1.0,2.0,1.0,1.0,0.9,60.0,-176.85987534795902,11.963835853492505,439.3061924474424,164.1999074356602
60,60.0,1.0,0.0,2.0,1.0,0.6,3.0,1.0,0.9,1.0,0.9,55.0,-119.76897242946646,11.963835853492505,319.8901924474425,256.55890173684696
61,61.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,0.8,1.0,1.0,45.0,-198.16994576475756,4.362467679326348,322.421547163825,105.62017137917344
62,62.0,1.0,0.0,2.0,1.0,0.4,1.0,1.0,0.9,0.8,0.9,25.0,-262.9514129575745,0.48617512011684705,412.50919244744244,7.0305670473299084
63,63.0,1.0,0.0,2.0,1.0,0.7,2.0,2.0,0.8,0.9,0.8,30.0,-214.90734729875325,0.48617512011684705,335.27579773106,9.568305177086003
64,64.0,1.0,0.0,2.0,1.0,0.6,3.0,2.0,0.9,1.0,0.7,45.0,-151.40350897875086,10.772528973087788,281.81548301467745,225.54834021856956
65,65.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.8,0.8,0.8,35.0,-214.7773685088434,0.48617512011684705,335.27579773106,11.011968444545559
66,66.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.7,0.7,0.8,20.0,-202.43329570633222,0.48617512011684705,312.40367773106,10.46493101339729
67,67.0,1.0,0.0,2.0,1.0,0.9,2.0,1.0,0.9,1.0,1.0,25.0,-254.45203649259628,0.48617512011684705,396.22262716382494,11.442476407306152
